,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec,rgc
24074,15534,3660.956,3903.117,22.936500000000002,0.0780,22.732999999999997,0.1279,22.128999999999998,0.1472,0.5613,0.1923,204.19174745493947,-29.78418428666432,9.347119742725909
24084,36443,4198.857,3903.562,22.526500000000002,0.0557,22.387,0.0964,21.889,0.1163,0.5690,-0.1987,204.1642020752799,-29.78416417024274,10.812256698697169
24086,36389,3517.857,3903.574,22.651500000000002,0.0692,22.490000000000002,0.1230,21.9,0.0593,0.5653,0.1123,204.19907541002385,-29.784163104214336,9.00921777437329
24087,36450,3619.718,3903.687,21.7665,0.0316,21.592,0.0588,20.907,0.0534,0.5663,0.0363,204.19385920880026,-29.784158743674958,9.248771854371686
24094,36454,4003.149,3904.258,21.893500000000003,0.0321,21.887,0.0665,21.046,0.0620,0.5633,0.0953,204.17422408956375,-29.78413402084126,10.251973520099156
24098,15527,4203.186,3904.518,24.709500000000002,0.4404,,,23.131,0.3651,0.6400,-3.4025,204.16398039812793,-29.784121655476785,10.82796054996247
24109,15553,4291.232,3905.082,22.9385,0.0805,22.826999999999998,0.1364,23.23,0.2100,0.6677,0.3840,204.1594716570146,-29.784095982134957,11.092341543254241
24126,36486,4270.545,3905.918,23.5345,0.1296,23.512,0.2049,22.596,0.1849,0.5210,0.4170,204.16053102405488,-29.78405898287682,11.032664865340463
24128,15559,3785.998,3905.963,22.454500000000003,0.0521,22.156,0.0715,21.596,0.0945,0.5177,0.3120,204.18534416952738,-29.784058228391146,9.672438513401227
24145,36536,3620.418,3906.643,22.8425,0.0735,22.737000000000002,0.1278,22.145,0.1055,0.5960,-0.1243,204.19382334383138,-29.784027369755698,9.2607746957527
24147,36500,4370.613,3906.742,21.488500000000002,0.0257,21.299999999999997,0.0404,20.618,0.0453,0.5557,-0.0150,204.15540665577558,-29.784021526277403,11.338559548797589
24149,36501,4447.777,3906.958,23.2665,0.1222,22.857999999999997,0.1407,22.206,0.1845,0.6323,0.5590,204.15145517281996,-29.784011147949435,11.577525574807861
24153,36528,4376.994,3907.170,22.8625,0.0726,22.708999999999996,0.1040,22.046,0.1426,0.5737,0.3630,204.15507989626568,-29.784002444152016,11.359389309132503
24161,36640,3460.663,3907.618,22.558500000000002,0.0680,22.384999999999998,0.1156,22.019,0.1514,0.5870,0.0440,204.20200421751505,-29.783982909638173,8.895204354603365
24163,15571,3438.858,3907.712,23.026500000000002,0.0973,,,23.011,0.3150,0.5785,-1.4340,204.20312082681022,-29.783978539007467,8.847704655456438
24166,15581,4273.803,3907.867,23.518500000000003,0.1247,,0.4839,23.012999999999998,0.1883,0.6343,-0.2120,204.16036420195474,-29.783972336615836,11.048316528109098
24167,36495,3901.299,3907.875,21.326500000000003,0.0256,21.332,0.0569,20.381999999999998,0.0398,0.6370,0.0647,204.1794397258989,-29.7839733742775,9.983834339144883
24170,36519,4039.806,3907.925,21.3575,0.0248,21.384,0.0566,20.554,0.0415,0.6080,0.1867,204.1723469333084,-29.783970953772346,10.366628316408814
24178,36527,4334.837,3908.265,22.4055,0.0469,22.07,0.0792,21.096,0.0699,0.5790,-0.0710,204.15723872156948,-29.78395415840048,11.233857477238884
24181,15611,3913.083,3908.366,21.6675,0.0314,21.540999999999997,0.0599,20.48,0.0403,0.5800,-0.0503,204.17883628024703,-29.783951549920843,10.017327079487318
24184,15591,3691.578,3908.385,22.9415,0.0755,23.186,0.1932,22.092,0.1329,0.5263,-0.4263,204.19017930764235,-29.783950287339636,9.4409802478619
24186,36515,3748.274,3908.397,21.489500000000003,0.0242,21.311999999999998,0.0369,20.529,0.0385,0.5153,-0.2043,204.187275967852,-29.78394995321784,9.58376714776238
24194,5000408,3374.450,3908.575,23.5895,0.1819,,,22.968999999999998,0.2735,0.8285,-4.6735,204.20641907974542,-29.783939559023086,8.7133232698092
24198,36540,4238.125,3908.634,22.221500000000002,0.0432,22.238999999999997,0.0887,21.721,0.1125,0.5967,-0.2523,204.16219123927513,-29.783938499733267,10.9440605218296
24207,15598,4160.729,3909.003,23.5115,0.1286,,0.4715,22.506999999999998,0.2038,0.5437,0.3937,204.16615460481722,-29.783922560057828,10.717158305656447
24212,15574,3575.661,3909.213,23.032500000000002,0.0973,23.208999999999996,0.2239,22.297,0.1835,0.5970,-0.5890,204.19611528335523,-29.783912882648423,9.163263152564715
24215,15573,3503.246,3909.290,22.6235,0.0647,22.519999999999996,0.1201,21.785,0.1041,0.5730,0.0160,204.19982357344853,-29.78390894811458,8.99641234847845
24222,36535,3523.899,3909.440,22.009500000000003,0.0393,21.936,0.0670,21.188,0.0725,0.5553,-0.2660,204.1987659552997,-29.783902438109138,9.043944352539528
24224,15619,3825.188,3909.668,23.2225,0.1019,23.133000000000003,0.2079,22.258,0.1563,0.6223,0.3653,204.18333728443397,-29.783893633201444,9.787051559394003
24228,15612,4365.938,3909.812,22.4155,0.0528,22.299,0.0878,21.373,0.0772,0.5490,0.0253,204.15564609019773,-29.78388512524205,11.333308650381154
24238,36558,4263.311,3910.308,22.494500000000002,0.0539,22.554000000000002,0.1052,21.608,0.0924,0.5700,-0.0877,204.16090150608903,-29.783863924459936,11.024261587029946
24242,36556,4202.932,3910.394,22.584500000000002,0.0648,22.518,0.1165,21.73,0.1045,0.5710,-0.2233,204.1639934459704,-29.783860501491223,10.845219616095672
24248,5000413,4184.024,3910.511,23.5695,0.1427,,0.4342,23.355,0.3830,0.5477,1.2223,204.16496170369095,-29.783855411729835,10.789971291889508
24254,36571,3717.078,3910.781,22.6965,0.0667,22.499000000000002,0.1005,21.772,0.1078,0.5543,0.2487,204.18887347085715,-29.783843895912057,9.51294755008786
24262,36588,4283.818,3911.198,22.4205,0.0531,22.104999999999997,0.0727,21.93,0.1016,0.5800,0.2667,204.1598513739929,-29.783824216945522,11.088422957879343
24264,15603,3218.925,3911.260,23.0395,0.0915,,,22.279,0.1363,0.6615,-3.0380,204.21438329953511,-29.783818380449286,8.415961442347697
24266,15621,4308.570,3911.366,23.541500000000003,0.1410,,0.4259,22.433,0.2406,0.6107,-0.4717,204.15858385460092,-29.783816555805107,11.163501324572861
24269,36587,4270.097,3911.451,22.3795,0.0463,22.39,0.0866,21.855999999999998,0.1020,0.5567,-0.0757,204.1605540124998,-29.78381307510028,11.048027100894563
24270,36627,3675.260,3911.469,23.198500000000003,0.0934,23.202999999999996,0.1957,22.535999999999998,0.1873,0.5380,0.3043,204.1910149188236,-29.783813151601652,9.411189908250998
24276,36585,4045.863,3911.943,21.5865,0.0255,21.457,0.0413,20.843,0.0463,0.4900,0.2437,204.17203677445497,-29.78379235870805,10.396507393068251
24283,15640,4337.366,3912.580,22.9905,0.0783,22.686999999999998,0.1163,21.896,0.1250,0.5727,-0.3277,204.15710925740103,-29.78376235879909,11.254385901577663
24284,36602,4369.682,3912.582,21.3225,0.0230,21.226,0.0410,20.585,0.0416,0.5533,0.2260,204.15545439395174,-29.78376197944984,11.352950716186765
24299,36596,3743.647,3913.186,22.0275,0.0368,21.869999999999997,0.0553,21.224,0.0676,0.5037,-0.1917,204.18751289461346,-29.783737094920504,9.588274569028878
24312,15649,3831.943,3913.586,22.2315,0.0435,22.186,0.0867,21.518,0.0918,0.5567,-0.1240,204.18299136262192,-29.783719509144404,9.817879928441847
24326,15642,3425.277,3914.291,21.5745,0.0309,21.368000000000002,0.0534,20.660999999999998,0.0477,0.5877,0.0643,204.20381622422673,-29.78368601421121,8.842151299023092
24329,36554,3876.004,3914.372,22.2755,0.0475,22.055999999999997,0.0770,21.548,0.0915,0.5563,0.2137,204.18073505207985,-29.78368461409135,9.937285984041438
24334,15646,3774.914,3914.643,23.7295,0.2623,,,22.432,0.3008,0.8570,-4.0025,204.18591174528098,-29.783672424955125,9.673117722774206
24336,36610,3802.514,3914.699,22.1875,0.0447,22.008000000000003,0.0787,21.227999999999998,0.0710,0.5877,0.2273,204.18449838344776,-29.783669995582088,9.74466246384442
24337,15688,3988.026,3914.814,23.0275,0.0845,23.174999999999997,0.1535,22.287,0.2087,0.5783,0.6647,204.17499854479837,-29.78366489446451,10.243800488447121
24345,15680,3494.942,3915.158,22.143500000000003,0.0428,22.024,0.0863,21.553,0.0858,0.5700,-0.1393,204.20024875813007,-29.783648082802546,8.998711347944191
24350,15672,4086.748,3915.275,21.8305,0.0333,21.966,0.0744,21.139,0.0545,0.6203,0.2480,204.16994311622085,-29.783644134064215,10.523174655296787
24358,36641,3488.188,3915.607,21.5975,0.0290,21.546,0.0576,20.881,0.0541,0.5887,0.2503,204.20059461777205,-29.78362807308713,8.985173650878663
24360,15693,3458.387,3915.753,21.297500000000003,0.0240,21.095999999999997,0.0379,20.358,0.0369,0.5607,0.0327,204.2021206876403,-29.783621334463305,8.919567934366366
24365,15681,3631.097,3915.901,22.861500000000003,0.0710,23.067,0.1721,22.612,0.1500,0.5460,-0.2780,204.1932764273808,-29.78361596051636,9.318814033645896
24372,15695,3657.997,3916.108,22.7895,0.0660,22.510999999999996,0.1175,22.076999999999998,0.1430,0.5327,0.1567,204.1918989114968,-29.783606895043427,9.384857077851578
24374,15663,3524.376,3916.408,20.9755,0.0203,20.795,0.0383,20.038999999999998,0.0296,0.6097,-0.0897,204.19874146944483,-29.783592752794448,9.069874817911872
24386,5000418,4426.516,3916.734,23.6505,0.2140,23.475,0.2545,22.398,0.1835,0.6743,-0.0933,204.15254404322712,-29.783576885341603,11.540008940388196
24387,15679,3453.556,3916.736,22.7295,0.0694,22.903999999999996,0.1609,22.114,0.1494,0.5590,-0.4840,204.20236806705185,-29.78357760344834,8.912513467211841
24396,36678,4219.700,3917.012,23.0435,0.0869,22.880000000000003,0.1421,22.455,0.1618,0.5950,-0.3557,204.16313482439182,-29.78356626454345,10.914986316545411
24407,36679,4261.287,3917.385,21.9935,0.0377,21.966,0.0681,21.273,0.0759,0.5883,0.0857,204.16100521128985,-29.78354940573093,11.039644110744163
24408,36674,3881.275,3917.459,21.643500000000003,0.0349,21.616999999999997,0.0703,20.947,0.0588,0.6630,-0.0077,204.1804651295087,-29.783547416122037,9.961573293813853
24418,36677,4186.513,3918.010,21.7785,0.0298,21.634999999999998,0.0478,20.923,0.0571,0.5363,-0.2100,204.16483429408382,-29.783522108785093,10.820378905466859
24422,15705,3671.029,3918.185,21.919500000000003,0.0345,21.78,0.0572,21.236,0.0668,0.5847,-0.1267,204.1912315486999,-29.783514643984198,9.423980829774838
24425,15717,3479.623,3918.395,22.7295,0.0755,23.146,0.2019,22.073999999999998,0.1395,0.5533,0.3627,204.20103319400332,-29.783504092018845,8.976082343616016
24426,15721,3743.907,3918.464,21.831500000000002,0.0302,21.677,0.0494,21.021,0.0582,0.5093,0.2073,204.18749956182666,-29.7835025179654,9.606896907125256
24430,15722,3906.952,3918.583,22.5455,0.0654,22.314,0.1143,21.663999999999998,0.1011,0.5973,-0.1910,204.17915024409933,-29.783497462541845,10.034246720616572
24431,15685,3846.922,3918.606,23.061500000000002,0.0846,22.961999999999996,0.1531,22.067,0.1490,0.5373,-0.4897,204.1822243004425,-29.78349641537138,9.874079755238325
24435,15720,3690.536,3918.748,22.3035,0.0451,22.186,0.0732,21.623,0.0929,0.5220,-0.2753,204.19023261840695,-29.78348970537186,9.474056520364126
24438,36671,3597.725,3918.807,22.2175,0.0474,22.089999999999996,0.0814,21.544999999999998,0.0931,0.5637,-0.0567,204.19498534514287,-29.78348661824607,9.249144396019686
24439,36699,4335.721,3918.858,22.8165,0.0692,22.502000000000002,0.1089,21.906,0.1218,0.6053,-0.3440,204.15719355838522,-29.783483350867343,11.268093143844839
24443,15743,3544.590,3918.906,17.756500000000003,0.0074,17.723,0.0154,16.668,0.0069,0.9597,0.1133,204.19770631644573,-29.783481875579728,9.125171062333296
24445,36709,3685.648,3919.017,22.939500000000002,0.0780,22.561,0.0889,22.066,0.1297,0.4983,-0.2293,204.19048292505212,-29.783477729573228,9.462884488699402
24447,36686,3302.754,3919.072,21.137500000000003,0.0251,20.714,0.0451,20.249,0.0358,0.6777,0.0347,204.21009040970918,-29.783472234448226,8.6061974278506
24449,36714,4043.552,3919.159,22.456500000000002,0.0542,22.635999999999996,0.1015,22.131,0.1421,0.5447,-0.2783,204.17215514192768,-29.783471654329396,10.41294997410313
24451,36696,4145.582,3919.200,22.4065,0.0492,22.25,0.0793,21.698,0.1073,0.5577,0.0240,204.1669303232105,-29.783469436384273,10.704758458119564
24456,36692,3637.378,3919.466,22.404500000000002,0.0523,22.222,0.0848,21.942,0.1303,0.5603,-0.0087,204.19295476423258,-29.78345754878483,9.346410944678349
24469,36712,3794.383,3919.943,22.349500000000003,0.0455,22.259999999999998,0.0716,21.547,0.0946,0.5307,-0.0157,204.18491474948598,-29.783436912974103,9.741214081557013
24471,36703,3360.754,3920.138,21.8185,0.0323,21.604999999999997,0.0585,20.916,0.0541,0.5547,-0.1070,204.20712029531313,-29.78342550469844,8.727412536337589
24473,15749,3949.801,3920.270,22.9935,0.1639,,0.5430,22.836,0.3112,0.6567,-0.1887,204.17695600585142,-29.783422459091458,10.156173285250233
24478,5000426,4066.343,3920.555,23.7435,0.1616,,,22.678,0.1837,0.5850,-1.7390,204.17098805083089,-29.78340953931531,10.481802245691318
24479,36708,3657.031,3920.569,22.486500000000003,0.0469,22.351999999999997,0.0809,21.816,0.1127,0.5107,0.1490,204.19194835466914,-29.783408623822584,9.397972510390444
24483,36698,4224.676,3920.608,23.044500000000003,0.0832,22.697000000000003,0.1279,22.239,0.1597,0.5933,0.3263,204.16288003662382,-29.78340641051857,10.940695886065944
24510,36742,4351.637,3921.823,22.823500000000003,0.0705,22.927,0.1430,22.617,0.2478,0.5953,0.2483,204.156378552043,-29.783351433155445,11.325278784874016
24519,36741,4328.445,3922.155,22.018500000000003,0.0376,21.966,0.0615,21.232,0.0703,0.5600,0.3083,204.15756618483965,-29.783336879882246,11.255885320504666
24523,15775,3311.577,3922.542,21.8995,0.0354,22.061,0.0988,20.894,0.0537,0.5417,-0.2717,204.20963854956076,-29.78331811512415,8.63663097344438
24525,15783,3747.767,3922.675,22.026500000000002,0.0371,21.933,0.0598,21.255,0.0692,0.5123,-0.3023,204.1873018819681,-29.783315374024472,9.63102281772298
24526,36751,3646.704,3922.715,21.5455,0.0250,21.533,0.0483,20.703,0.0434,0.5067,-0.1303,204.19247717382916,-29.783313195906654,9.380307620389639
24528,15768,3911.020,3922.778,22.5025,0.0538,22.432000000000002,0.1048,22.134,0.1408,0.5597,-0.1703,204.17894192847828,-29.783311017239335,10.058998015418494
24535,15767,3806.822,3923.117,23.5395,0.1290,23.354999999999997,0.2273,22.73,0.2608,0.5617,-0.6153,204.1842777586645,-29.783295870230777,9.784138555306898
24552,15780,3686.480,3924.181,22.401500000000002,0.0506,22.406,0.0833,21.421,0.0796,0.5063,-0.3330,204.19044029460198,-29.7832482219748,9.482751569511267
24553,15787,4085.627,3924.182,23.5285,0.1322,23.801000000000002,0.3076,22.373,0.2158,0.5527,-0.8257,204.1700005592378,-29.783248271615857,10.548079479961759
24554,36765,3915.312,3924.190,22.212500000000002,0.0437,22.028999999999996,0.0778,21.416999999999998,0.0861,0.5713,-0.0210,204.17872214183865,-29.78324826040755,10.075220673986042
24567,36768,3975.144,3924.701,23.061500000000002,0.0862,22.689999999999998,0.1054,22.052,0.1324,0.5387,-0.4087,204.17565823331776,-29.783225493544673,10.240130144371026
24568,15776,3441.509,3924.730,22.1945,0.0461,22.095,0.0777,21.59,0.0967,0.5820,0.1850,204.20298489527508,-29.78322220755707,8.915200221847023
24583,15890,3516.014,3925.327,22.8895,0.0662,22.173000000000002,0.0919,19.329,0.0222,0.5957,0.1017,204.1991695991942,-29.783196290532956,9.082698278048863
24585,15822,3313.383,3925.506,21.7555,0.0330,21.598999999999997,0.0733,20.259,0.0343,0.5537,0.0383,204.2095460274752,-29.783186402690422,8.651252252756937
24586,15802,4181.400,3925.585,23.2645,0.1176,23.211999999999996,0.1955,22.329,0.1724,0.5807,-0.4720,204.16509617289046,-29.78318547102126,10.828805799083971
24592,36780,3689.139,3925.841,21.8395,0.0321,21.729,0.0504,21.064,0.0621,0.5153,0.1110,204.19030412320876,-29.783174455235475,9.495046559059439
24596,36793,3846.460,3926.121,21.7865,0.0330,21.594,0.0576,20.971999999999998,0.0596,0.5967,-0.1123,204.18224795003616,-29.783162414946887,9.89789026144968
24608,36815,4364.254,3926.908,22.477500000000003,0.0570,22.354,0.0859,22.016,0.1287,0.5803,0.0673,204.15573250724503,-29.78312531870228,11.37880199991487
24609,15807,3500.736,3926.913,22.5975,0.0677,22.491,0.1221,21.735,0.1029,0.5727,0.3170,204.1999519484605,-29.783125684205434,9.053901439960734
24613,36816,4383.459,3927.051,23.5715,0.1829,,1.8653,22.837,0.3461,0.6950,-0.2363,204.15474905016006,-29.78311878283094,11.437865020654439
24617,36810,4041.820,3927.125,22.779500000000002,0.0670,22.930999999999997,0.1573,21.985,0.1307,0.5823,0.3280,204.17224386137931,-29.783117614878034,10.433473905995934
24619,5000431,3462.540,3927.138,23.5015,0.1963,23.272999999999996,0.1848,22.639,0.2123,0.5917,-0.6693,204.20190790502585,-29.78311537041985,8.969850809411708
24641,15847,4374.549,3927.974,22.9055,0.0867,23.002000000000002,0.1610,21.915,0.1386,0.5677,0.0877,204.15520532760186,-29.783077845179424,11.413364689999907
24652,36837,3220.216,3928.629,20.8275,0.0205,20.68,0.0456,19.741,0.0238,0.6747,-0.0987,204.2143169211509,-29.783046442415312,8.484022593446788
24654,15842,3631.079,3928.676,22.7935,0.0704,22.811,0.1238,22.044999999999998,0.1478,0.5370,0.0127,204.19327727156835,-29.783048182732806,9.363357664211218
24659,36841,3641.259,3928.964,21.8355,0.0339,21.72,0.0643,21.099,0.0660,0.5757,0.2630,204.19275596800654,-29.7830354353262,9.388889265953829
24660,36847,4182.904,3928.970,21.468500000000002,0.0247,21.316000000000003,0.0414,20.601,0.0435,0.5657,0.2753,204.16501917723582,-29.783035018169123,10.843666298111277
24663,36846,4113.980,3929.242,22.424500000000002,0.0528,22.539,0.1104,21.485,0.0872,0.5690,0.0507,204.16854866837807,-29.78302326986502,10.64504597347061
24667,5000433,3143.777,3929.502,23.422500000000003,0.1522,,,22.174,0.2093,0.8530,-2.3645,204.21823122651332,-29.783006562549208,8.35066616292398
24674,36845,3921.919,3929.670,22.029500000000002,0.0411,21.918999999999997,0.0766,21.233,0.0719,0.6100,0.2080,204.17838380999027,-29.783004702196454,10.111051900909445
24684,36858,3704.268,3930.193,22.128500000000003,0.0395,22.104,0.0817,21.27,0.0733,0.5613,-0.3420,204.18952937060618,-29.78298109313048,9.54752600012752
24686,36862,3828.012,3930.209,22.2515,0.0448,22.104,0.0816,21.206,0.0725,0.5830,-0.2067,204.18319263787848,-29.782980703964398,9.86313907957154
24689,15940,3785.493,3930.299,23.608500000000003,0.1368,23.854999999999997,0.2903,,,0.4015,-1.1140,204.1853699677655,-29.782976627414396,9.753228409521048
24699,15863,3774.027,3930.600,22.4375,0.0535,22.290999999999997,0.0926,21.675,0.0918,0.6477,0.3310,204.18595712244752,-29.782963222888657,9.724842266678785
24702,36895,3667.108,3930.717,22.6335,0.0698,22.650999999999996,0.1425,21.588,0.0951,0.5663,0.1607,204.19143227209355,-29.782957648578893,9.457774267249242
24711,36887,4373.009,3931.039,21.424500000000002,0.0247,21.263999999999996,0.0422,20.569,0.0458,0.5727,0.2687,204.15528422172713,-29.782941637444306,11.41774902679779
24716,36886,4283.673,3931.300,22.669500000000003,0.0610,22.447000000000003,0.0951,21.756999999999998,0.1205,0.6083,-0.3380,204.1598589756359,-29.782930795994183,11.14866549547826
24719,15896,4188.227,3931.368,22.9405,0.0698,22.595999999999997,0.0982,22.038,0.1403,0.5277,-0.2107,204.16474661060082,-29.782928410206868,10.866631170146585
24721,36900,4277.999,3931.476,23.1875,0.0865,23.073,0.1665,22.585,0.1982,0.5663,-0.1327,204.16014953346706,-29.782923016632807,11.132240214930793
24722,36897,3809.582,3931.499,23.349500000000003,0.1125,23.165999999999997,0.1754,22.535999999999998,0.2168,0.5463,-0.1353,204.18413640616586,-29.782923341837616,9.819480290346393
24724,36880,4044.827,3931.563,21.4635,0.0228,21.292,0.0414,20.461,0.0399,0.5447,0.0300,204.17208989232302,-29.782920361839214,10.456087938306483
24729,15912,4125.731,3931.857,23.916500000000003,0.1757,,0.3290,22.718,0.2613,0.5327,0.1793,204.167946931734,-29.782906996221925,10.686988952326292
24733,15915,4300.159,3932.081,23.422500000000003,0.1342,23.588,0.2211,22.759999999999998,0.3564,0.6047,-0.0413,204.15901476154525,-29.78289595675654,11.20041807711998
24738,15889,3501.340,3932.395,21.733500000000003,0.0354,21.674999999999997,0.0672,20.934,0.0579,0.5623,0.1750,204.19992096907757,-29.782882044539345,9.074930744871894
24739,36893,3456.862,3932.409,22.0425,0.0403,21.994,0.0747,21.424,0.0762,0.5810,0.2020,204.20219861380141,-29.78288105469894,8.976482692194452
24746,15893,3720.410,3932.689,23.4995,0.1409,23.286,0.1907,22.238,0.1997,0.5100,-0.3240,204.1887027544814,-29.782870218945327,9.596332957094253
24753,15900,4423.367,3932.975,22.750500000000002,0.0728,22.567999999999998,0.1234,21.814,0.1380,0.6703,0.2610,204.15270549351948,-29.78285509603349,11.577825077688564
24763,36911,3779.534,3933.235,21.3475,0.0221,21.266,0.0429,20.418,0.0389,0.5617,0.1013,204.18567511071768,-29.782846124965253,9.7478677364418
24766,5000436,4109.135,3933.361,23.782500000000002,0.1758,23.759,0.3024,22.555,0.1940,0.5550,0.9320,204.16879679297645,-29.782840223641244,10.644121760613121
24767,15937,3592.359,3933.383,21.334500000000002,0.0234,21.271,0.0497,20.448999999999998,0.0421,0.5677,-0.1453,204.19526002946716,-29.782838764056095,9.28774962517417
24769,15907,3635.082,3933.479,22.2745,0.0470,22.33,0.0907,21.394,0.0809,0.5200,-0.3257,204.19307225547266,-29.782834737024494,9.389757336814199
24782,36925,3707.951,3934.170,22.7225,0.0675,22.569000000000003,0.1260,22.028,0.1355,0.6073,-0.2927,204.18934075286472,-29.78280435154554,9.57035809958178
24783,15926,3925.281,3934.232,23.8505,0.2498,,,22.695,0.2361,0.7750,1.0700,204.1782116501258,-29.78280194496988,10.135102188037537
24790,36942,3950.528,3934.701,22.9235,0.0759,22.79,0.1245,22.061999999999998,0.1702,0.6460,-0.3757,204.17691879442117,-29.782781080650302,10.205170323434945
24793,36956,4322.753,3934.779,22.590500000000002,0.0659,22.33,0.0890,21.561,0.0922,0.5627,0.0733,204.157857786053,-29.782775861353276,11.276500194469596
24797,36934,3261.520,3934.872,21.2605,0.0236,21.25,0.0542,20.218999999999998,0.0323,0.6190,-0.1213,204.21220171808469,-29.78276951136843,8.58514831086449
24804,15983,3546.852,3935.098,21.6625,0.0298,21.659999999999997,0.0516,20.872,0.0687,0.5413,-0.0730,204.19759035312458,-29.782762246987865,9.187944349646596
24808,36947,3430.413,3935.161,22.058500000000002,0.0437,22.046999999999997,0.0851,21.153,0.0698,0.5943,-0.0460,204.20355299406114,-29.782758506502578,8.929160399146989
24811,15963,3987.181,3935.302,21.462500000000002,0.0254,21.281999999999996,0.0471,20.614,0.0437,0.5920,-0.2190,204.17504185775954,-29.78275431830185,10.307621249458414
24830,15911,4102.593,3936.371,22.058500000000002,0.0391,21.915,0.0655,21.303,0.0750,0.5667,-0.1097,204.16913181188391,-29.782706472714494,10.63491511860402
24839,15959,3724.317,3936.689,22.6615,0.0688,22.442999999999998,0.0965,22.102,0.1460,0.5377,-0.2823,204.18850266766833,-29.782692454733194,9.619819538270677
24846,36973,4368.833,3937.193,22.7145,0.0738,22.635999999999996,0.1085,21.820999999999998,0.1192,0.5963,-0.2030,204.15549813381784,-29.78266816536096,11.423295613270389
24852,36983,3461.799,3937.516,22.0465,0.0390,21.883000000000003,0.0632,21.284,0.0734,0.5593,0.1647,204.20194574752136,-29.782654119700165,9.005771525121654
24859,36967,4043.243,3937.840,21.864500000000003,0.0332,21.836999999999996,0.0647,21.105,0.0653,0.5933,-0.0120,204.172171027124,-29.782641388665635,10.47169321642831
24860,37004,3731.754,3937.899,21.7315,0.0329,21.635999999999996,0.0639,20.887999999999998,0.0520,0.5527,-0.1480,204.1881218272965,-29.782638701903295,9.642595699959873
24861,36989,3882.293,3937.946,22.884500000000003,0.0756,22.808,0.1200,22.125,0.1385,0.5463,-0.4063,204.18041299173802,-29.78263688323413,10.032054386187076
24876,15972,3442.026,3938.712,23.364500000000003,0.2019,,,23.282999999999998,0.3519,0.8000,-2.4830,204.2029582754417,-29.782600790123496,8.967104540546332
24879,15991,4423.464,3938.822,23.0315,0.0945,22.755000000000003,0.1380,22.016,0.1822,0.6733,0.0983,204.152700596202,-29.78259522842525,11.59528791597708
24889,15975,3584.904,3939.089,22.5635,0.0596,22.412999999999997,0.1046,22.070999999999998,0.1472,0.5790,0.2510,204.19564174691217,-29.782585118594866,9.290374110798783
24893,37015,3686.980,3939.418,22.163500000000003,0.0397,22.135999999999996,0.0788,21.46,0.0853,0.5443,0.0457,204.19041461719027,-29.78257102416166,9.536606980850918
24894,37006,4108.701,3939.503,23.061500000000002,0.0910,23.344,0.1742,22.082,0.1755,0.5960,-0.6463,204.1688190468306,-29.78256724771162,10.662225130026243
24897,37010,4242.470,3939.753,22.285500000000003,0.0485,22.162,0.0694,21.38,0.0868,0.5667,-0.1550,204.16196898049841,-29.78255540396476,11.051860622651784
24901,16007,4008.674,3940.068,22.413500000000003,0.0584,22.408,0.1046,22.054,0.1390,0.6270,0.2347,204.17394125002895,-29.78254245373345,10.38244928927366
24907,37026,3360.700,3940.317,22.154500000000002,0.0476,22.0,0.0889,21.12,0.0615,0.6140,0.0773,204.20712281394015,-29.782528659904063,8.801734764618967
24911,37036,4289.774,3940.569,21.7205,0.0329,21.595,0.0590,21.072,0.0640,0.5997,0.2657,204.15954663595772,-29.782518793726467,11.194956389034235
24921,37035,4146.062,3940.992,22.500500000000002,0.0542,22.491999999999997,0.0920,21.916999999999998,0.1296,0.5487,-0.1063,204.1669058660283,-29.782500900856164,10.774126141526233
24922,37011,4428.529,3941.020,23.3215,0.1186,23.101,0.1600,22.712,0.2768,0.6527,-0.3773,204.15244125321192,-29.782497486795606,11.617330265363078
24924,16005,3730.856,3941.228,22.648500000000002,0.0687,22.655,0.1312,22.307,0.1521,0.5440,0.0667,204.1881677996278,-29.782490743416314,9.651745273116415
24925,16008,4216.499,3941.231,22.994500000000002,0.0857,22.804000000000002,0.1208,22.15,0.1395,0.5623,-0.5003,204.16329891891328,-29.782489884946713,10.979875001392312
24937,37049,4086.619,3941.693,21.2235,0.0216,21.112000000000002,0.0426,20.186,0.0322,0.5803,-0.0780,204.16994983550097,-29.782470001382613,10.60629275144412
24945,15990,4311.976,3942.091,22.5225,0.0544,22.333,0.0881,21.605999999999998,0.1001,0.5777,-0.3737,204.15840972668337,-29.78245097281479,11.266064190652521
24951,37042,3244.518,3942.279,20.660500000000003,0.0166,20.430999999999997,0.0378,19.634999999999998,0.0242,0.6710,-0.0230,204.2130722511701,-29.782440095104658,8.580850828526913
24952,37047,3845.041,3942.302,22.0605,0.0348,21.653,0.0577,20.676,0.0463,0.5660,0.0927,204.1823205953999,-29.78244325802636,9.948170052606951
24954,16034,4180.549,3942.437,23.032500000000002,0.0870,23.225,0.1866,22.104,0.1499,0.5610,-0.7007,204.16513985964394,-29.782436498119868,10.878523712181757
24957,37071,4259.035,3942.498,22.768500000000003,0.0721,22.679000000000002,0.1041,21.983999999999998,0.1332,0.5567,0.0513,204.16112073950995,-29.78243328869628,11.10929525363303
24963,37051,3122.418,3942.799,23.2575,0.2313,,,22.239,0.2409,0.9495,-3.8105,204.2193247520504,-29.782415262640942,8.365299129437245
