,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec,rgc
65863,144923,2961.812,3980.056,20.926000000000002,0.0144,20.018,0.0256,19.7025,0.0206,0.6480,-0.3577,11.798821989239443,-20.773374189661688,3.38740753189922
65898,144945,2802.781,3980.865,21.284,0.0172,20.23,0.0315,19.7955,0.0216,0.7097,-0.1407,11.806381461491526,-20.77333700870976,5.804283429305391
65900,144959,3648.833,3980.898,20.345,0.0094,19.884,0.0245,19.5725,0.0187,0.7177,-0.1037,11.766164695641663,-20.77333826049438,7.3598884343911495
65903,144940,4196.103,3980.952,23.485999999999997,0.0875,22.116,0.1303,22.0875,0.1337,0.8317,0.2667,11.740150423263268,-20.773332632900164,15.788913667183408
65909,144946,2925.780,3981.305,18.762,0.0046,18.009,0.0105,17.6975,0.0071,0.7323,-0.0030,11.800534747600253,-20.773318429897664,3.931407740100427
65919,38510,3600.419,3981.676,20.732,0.0133,19.883000000000003,0.0266,19.4545,0.0175,0.7223,-0.1530,11.768466038587611,-20.773303779670414,6.615764422643037
65924,144968,3088.828,3981.744,20.933999999999997,0.0148,19.884,0.0241,19.0995,0.0136,0.6083,0.1653,11.792784320972903,-20.773299908590637,1.5503613533768446
65942,5001263,3388.082,3982.551,,,22.59,0.5271,21.6355,0.1225,1.0780,-1.0610,11.778559395979947,-20.773264953960044,3.3811328265753837
65951,38619,3839.563,3982.965,22.009999999999998,0.0267,21.223000000000003,0.0528,20.9675,0.0480,0.7360,0.0170,11.757098426759233,-20.773245713645487,10.29013731685644
65976,145000,2909.769,3983.578,20.011000000000003,0.0083,19.23,0.0186,18.953500000000002,0.0133,0.6993,-0.1287,11.801295806465598,-20.77321729175153,4.175665118001672
65978,144997,2569.152,3983.599,19.32,0.0063,18.609,0.0152,18.2505,0.0107,0.9077,0.1593,11.817486890462543,-20.773213097577433,9.3945771080841
65993,145010,3947.640,3984.034,21.46,0.0195,20.647000000000002,0.0448,20.4415,0.0337,0.8500,0.2440,11.75196103741186,-20.77319760594663,11.95347716187742
65997,145006,3440.016,3984.126,21.262999999999998,0.0179,20.472,0.0365,20.0445,0.0265,0.5870,-0.1513,11.776090733013222,-20.77319499298491,4.162429276060094
66020,145029,3263.380,3984.869,20.750999999999998,0.0129,19.789,0.0215,19.2755,0.0135,0.4640,0.2297,11.78448704970683,-20.77316169402589,1.5682630375555955
66026,145024,2832.062,3985.037,20.973999999999997,0.0141,20.09,0.0325,19.6645,0.0210,0.7867,-0.3747,11.804989563098381,-20.773151836993538,5.360401323293568
66034,38661,4031.419,3985.299,22.387999999999998,0.0351,21.715,0.1027,21.8365,0.1140,0.8360,-0.4067,11.747978647945674,-20.773140816166595,13.24298222020606
66041,38658,3963.531,3985.721,20.972,0.0145,20.286,0.0349,20.1865,0.0322,0.7963,-0.1310,11.75120567702462,-20.773122527580107,12.195879793515664
66054,145044,3485.059,3986.245,20.970999999999997,0.0151,20.291,0.0343,20.0155,0.0239,0.6047,0.1037,11.773949633103829,-20.773100820493934,4.843709357795671
66059,145057,3273.239,3986.541,20.409999999999997,0.0107,19.462,0.0212,19.0435,0.0120,0.5223,0.2433,11.78401840171609,-20.77308740911934,1.6978634652783917
66099,145084,3517.212,3988.057,21.101999999999997,0.0167,20.256,0.0330,19.7055,0.0176,0.5927,0.2900,11.772421255703858,-20.773020274705672,5.331353400379608
66109,145068,2586.882,3988.318,19.173000000000002,0.0054,18.451,0.0147,18.1635,0.0101,0.8960,-0.0553,11.816644044258252,-20.77300357148543,9.126792745672969
66116,145089,3838.348,3988.552,22.072000000000003,0.0290,21.276,0.0622,20.9925,0.0475,0.7190,0.1367,11.757156209940302,-20.77299740840389,10.262980687261493
66133,38715,2246.587,3989.044,23.015,0.0611,22.736,0.1802,22.2115,0.1335,0.9130,-0.2787,11.832819780993807,-20.772966610922737,14.371347325715494
66181,145118,3073.824,3990.144,21.313000000000002,0.0173,20.279,0.0273,19.6775,0.0188,0.5070,-0.0350,11.793497483622504,-20.772926498747733,1.753347876710947
66219,145142,3079.822,3991.102,21.088,0.0156,20.187,0.0279,19.828500000000002,0.0226,0.5293,-0.2210,11.793212366472515,-20.772883951933302,1.6705135391817152
66246,145172,3219.307,3992.039,20.799999999999997,0.0142,19.811,0.0214,19.4315,0.0165,0.5147,0.3400,11.786582015663818,-20.772842894735742,1.015121418297536
66258,145178,3605.298,3992.290,20.378999999999998,0.0110,19.608,0.0231,19.360500000000002,0.0172,0.7417,0.1553,11.76823413703165,-20.772832037995105,6.673437033939555
66278,145193,3404.866,3992.975,20.778999999999996,0.0139,19.831,0.0257,19.3675,0.0154,0.5580,-0.0397,11.777761565431282,-20.772801681575512,3.6143315060183205
66279,145197,3654.105,3992.985,20.473,0.0096,19.637,0.0199,19.3735,0.0159,0.6587,-0.1613,11.765914123925572,-20.772801048134117,7.421677598495647
66281,145188,2921.326,3993.032,21.415999999999997,0.0174,20.215,0.0290,19.6205,0.0178,0.5760,-0.2817,11.800746376598802,-20.772797198075494,4.00770984523642
66283,145198,3693.091,3993.096,19.679000000000002,0.0070,18.897000000000002,0.0165,18.6225,0.0106,0.7707,0.3400,11.764060945818667,-20.77279601176496,8.020671732238227
66302,145216,3589.594,3993.754,19.802999999999997,0.0073,19.19,0.0164,18.8505,0.0116,0.6103,-0.3243,11.76898062077053,-20.772766997198783,6.430180415928739
66373,145244,2699.144,3996.355,19.275,0.0060,18.497,0.0148,18.2305,0.0107,0.8760,-0.3990,11.811307639023585,-20.772647587890404,7.408879225495617
66380,145270,3548.558,3996.545,19.682000000000002,0.0071,18.933,0.0165,18.6255,0.0116,0.6733,0.0570,11.770931247470727,-20.772643005127037,5.796721764930702
66385,38820,2865.181,3996.745,20.75,0.0140,19.941000000000003,0.0240,19.5555,0.0193,0.7190,0.3943,11.803415166804655,-20.77263175132216,4.865085528416071
66409,145282,3029.469,3997.610,19.927999999999997,0.0074,19.105,0.0168,18.7205,0.0113,0.6243,-0.2600,11.795605830027508,-20.77259443303689,2.390827883805911
66432,145292,4003.180,3998.253,20.819000000000003,0.0128,19.881,0.0309,19.5915,0.0196,0.9143,-0.0997,11.749321072613933,-20.772565284495176,12.78860682511147
66448,145313,3552.864,3998.794,20.391,0.0112,19.484,0.0249,19.142500000000002,0.0161,0.7083,0.3623,11.770726566853604,-20.77254304511859,5.8589719305167804
66454,145317,3820.662,3999.009,21.698,0.0220,20.946,0.0478,20.6305,0.0358,0.7383,0.0910,11.75799695647267,-20.77253273570487,9.97482406513317
66470,145329,3395.870,3999.435,21.201999999999998,0.0173,20.187,0.0297,19.7365,0.0199,0.5227,-0.1183,11.778189178615225,-20.772514562117887,3.4665955350846405
66485,145321,2568.019,3999.968,20.752000000000002,0.0133,20.078,0.0328,19.5275,0.0188,0.8693,0.0807,11.817540540426531,-20.772485573347147,9.42975792936116
66505,5001264,3256.213,4000.733,,,21.818,0.1489,21.7275,0.1134,0.6685,-1.7975,11.784827682258495,-20.772456607581052,1.433252844153882
66518,145370,3892.814,4001.298,21.723,0.0223,21.009,0.0528,20.8005,0.0458,0.8193,0.2223,11.75456726993556,-20.77243063889647,11.082936989674495
66535,38978,3765.327,4002.001,21.829,0.0238,21.063000000000002,0.0542,20.6515,0.0385,0.7783,0.2437,11.760627283321783,-20.772399990581874,9.118272304552715
66547,145365,3676.930,4002.269,20.592999999999996,0.0109,19.877000000000002,0.0259,19.5945,0.0192,0.7243,-0.3630,11.764829176533633,-20.772388368035678,7.75789177034417
66548,38957,2998.512,4002.289,21.22,0.0175,19.803,0.0239,18.7855,0.0117,0.5997,0.3130,11.79707732119726,-20.77238629229837,2.851444627091
66565,145384,2918.574,4002.866,21.198,0.0164,20.213,0.0302,19.8815,0.0229,0.6703,-0.0123,11.800877115410366,-20.77236011163702,4.0571904952797295
66567,145382,2826.474,4002.904,21.006,0.0146,19.971,0.0278,19.2805,0.0149,0.6647,0.1587,11.805255025138697,-20.77235770134483,5.4622250731392
66571,38956,2819.858,4003.018,20.671,0.0117,20.146,0.0280,20.0055,0.0245,0.6780,0.0363,11.805569511087311,-20.772352578586922,5.563601756944562
66635,39058,2657.882,4004.833,23.363999999999997,0.0788,23.557000000000002,0.4774,22.3485,0.1935,0.8750,0.3603,11.81326890676052,-20.772270360113275,8.052050049860371
66639,145424,3507.991,4005.019,21.216,0.0174,20.108,0.0278,19.3935,0.0163,0.5857,-0.2043,11.772859580255695,-20.7722664130511,5.161862727131511
66641,145420,2987.569,4005.067,20.639000000000003,0.0112,19.862000000000002,0.0270,19.2715,0.0146,0.6453,-0.3857,11.797597470511544,-20.772262757181746,3.016743206929616
66657,39019,3239.393,4005.593,20.775,0.0129,19.873,0.0243,19.4995,0.0166,0.4837,-0.2223,11.785627194280394,-20.77224055839664,1.2052140074185242
66662,145440,2913.997,4005.733,21.707,0.0225,20.954,0.0461,20.6505,0.0398,0.6490,0.2257,11.801094657621608,-20.7722326562058,4.12905178572584
66708,145473,3847.349,4006.926,21.549,0.0210,20.71,0.0451,20.4585,0.0335,0.8440,0.3067,11.7567284482573,-20.772180742569397,10.374013418581319
66717,145495,3903.959,4007.313,20.485999999999997,0.0125,19.701,0.0292,18.9585,0.0144,0.8380,0.0127,11.75403753608309,-20.77216324338294,11.245762625944899
66726,145474,3976.681,4007.525,19.345,0.0057,18.44,0.0150,18.1555,0.0090,0.8803,-0.3160,11.75058075158203,-20.772153375324486,12.366460555989226
66727,145460,2869.257,4007.541,19.848,0.0069,18.981,0.0137,18.6515,0.0113,0.6520,-0.2910,11.803221325732055,-20.772151961403807,4.81238669389379
66736,145492,3811.131,4007.760,21.525,0.0188,20.834,0.0452,20.5685,0.0376,0.7500,-0.2193,11.758450048121885,-20.77214384533947,9.814845100893198
66739,39116,3743.535,4007.823,21.458,0.0181,20.706,0.0414,20.0115,0.0229,0.7067,-0.2320,11.761663173631913,-20.772141315679388,8.773950406853977
66743,39098,1103.093,4007.931,23.399,0.0690,22.414,0.1384,21.3135,0.0634,0.9620,0.2107,11.887174465078246,-20.772100323218577,32.04447935066995
66747,39093,3764.283,4008.042,22.128999999999998,0.0298,21.517,0.0740,21.1035,0.0533,0.7277,0.1793,11.76067693388474,-20.772131505724033,9.093005087870349
66748,145487,3282.648,4008.104,20.271,0.0105,19.433,0.0207,18.9985,0.0120,0.5530,-0.1330,11.783571092220136,-20.772129077462136,1.778326535925374
66806,145535,3496.063,4009.687,20.966,0.0154,20.043000000000003,0.0277,19.6985,0.0193,0.6087,0.2440,11.773426570904421,-20.772058951160474,4.9716782156877
66844,145540,2660.238,4011.386,20.964999999999996,0.0133,20.253,0.0347,20.0085,0.0263,0.7877,0.0803,11.813156841710109,-20.771979140785533,8.022757495391689
66851,39219,3480.227,4011.549,20.871000000000002,0.0135,19.872,0.0239,19.3565,0.0159,0.5837,-0.2123,11.774179323161716,-20.77197619905742,4.726616262661882
66864,145559,2618.627,4011.974,18.677999999999997,0.0045,18.005000000000003,0.0107,17.6485,0.0080,0.8140,-0.1060,11.81513477952043,-20.77195255470137,8.66370918413518
66881,145589,3577.198,4012.497,20.936999999999998,0.0143,19.964000000000002,0.0292,19.2575,0.0143,0.6480,-0.0730,11.769569885501358,-20.771933993177754,6.209767947679133
66908,39290,2824.666,4013.482,20.381999999999998,0.0110,19.455000000000002,0.0193,19.1755,0.0157,0.7427,0.0730,11.805340871540203,-20.771887552839555,5.499868425933539
66927,39221,3571.848,4014.119,20.756,0.0125,19.951,0.0283,19.6055,0.0188,0.6463,-0.0940,11.769824195682586,-20.771861911501468,6.125073251661948
66935,145600,2847.908,4014.309,21.515,0.0190,20.721,0.0425,20.4255,0.0312,0.6387,0.1233,11.804236075351213,-20.771850990350952,5.144849811351069
66941,145612,3736.119,4014.417,21.769,0.0218,20.681,0.0422,20.4355,0.0315,0.7337,-0.0933,11.76201571202771,-20.771848275061426,8.649734332367514
66950,145611,3672.129,4014.587,21.136000000000003,0.0143,20.476000000000003,0.0332,20.0575,0.0247,0.6680,-0.1080,11.765057423392612,-20.771840914160915,7.664897594845246
66978,145639,2645.879,4015.410,20.732,0.0123,20.042,0.0300,19.6665,0.0221,0.7913,-0.3243,11.813839338597049,-20.7718001427167,8.247986309136925
66997,39266,3717.854,4015.958,23.338,0.0801,22.634,0.1736,22.5295,0.1824,0.7227,0.1210,11.762883928756533,-20.771779847200346,8.366253337956518
67013,145644,2941.953,4016.335,20.417,0.0114,19.607000000000003,0.0239,19.1525,0.0142,0.7357,-0.0707,11.799765711009977,-20.7717616549845,3.7129193789431634
67048,145676,2632.723,4017.888,19.450000000000003,0.0060,18.665000000000003,0.0137,18.3515,0.0107,0.7983,-0.0867,11.814464668497193,-20.771689866248725,8.453134068247765
67051,39299,3388.994,4017.932,20.927,0.0150,20.085,0.0260,19.7405,0.0199,0.5050,0.1117,11.778516003619467,-20.771692466177544,3.3285627672703493
67056,39279,3352.565,4017.999,20.277,0.0107,19.548000000000002,0.0235,19.2215,0.0157,0.6100,-0.0603,11.780247623679982,-20.77168944042007,2.780648923116142
67072,145696,2558.237,4018.575,19.592999999999996,0.0073,18.867,0.0155,18.5925,0.0117,0.8293,-0.3300,11.818005283806247,-20.771658479663856,9.600875807980527
67076,145775,3008.590,4018.770,21.396,0.0180,20.311,0.0372,19.5615,0.0166,0.6130,-0.1457,11.796598163652067,-20.77165386518437,2.7104248319253283
67087,39327,1920.224,4019.269,23.229,0.0685,22.405,0.1574,22.0845,0.1157,0.9570,-0.1700,11.84833261233731,-20.77161735442,19.44292731434637
67099,39367,3744.068,4019.554,22.738999999999997,0.0487,21.859,0.0992,21.7055,0.0883,0.7533,-0.1967,11.76163788256503,-20.771619936051653,8.764287390033353
67112,145729,3589.812,4020.035,20.747999999999998,0.0125,19.85,0.0253,19.4145,0.0172,0.6763,0.2887,11.768970301717872,-20.77159895250384,6.39130955091017
67116,145733,3815.780,4020.126,21.118000000000002,0.0145,20.286,0.0322,20.0205,0.0235,0.7663,-0.2757,11.75822912089189,-20.77159422460935,9.86790711977399
67126,145712,1945.101,4020.342,21.637,0.0217,20.666,0.0421,20.581500000000002,0.0373,0.9100,-0.2760,11.847150085722363,-20.77157016616286,19.060251694797422
67131,5001266,3666.558,4020.380,,,22.596,0.1776,22.5325,0.2349,0.8585,-4.4205,11.76532225197939,-20.77158346192729,7.570232696054782
67147,39334,3185.221,4020.701,19.975,0.0103,19.296,0.0159,18.9655,0.0133,0.5337,0.0367,11.7882021609963,-20.771568908180107,0.6942955045520104
67160,145752,3899.794,4021.364,21.326999999999998,0.0175,20.485,0.0361,20.1755,0.0271,0.7647,-0.0443,11.754235600363211,-20.771538778015373,11.160804801284353
67176,145760,3244.442,4021.911,16.398,0.0036,15.815999999999999,0.0121,15.5765,0.0045,1.8113,0.3303,11.78538714190042,-20.771515329171553,1.225727757984909
67180,145764,3571.779,4022.005,21.037999999999997,0.0153,20.072000000000003,0.0272,19.7055,0.0197,0.6450,-0.1197,11.76982748659242,-20.77151142272698,6.111337707136572
67202,145790,3459.045,4022.793,20.528,0.0126,19.716,0.0244,19.2555,0.0144,0.6303,-0.1907,11.775186190664943,-20.77147646524033,4.384127019432498
67229,145791,3476.931,4023.657,21.314,0.0179,20.659000000000002,0.0417,20.2495,0.0270,0.6157,-0.4043,11.774335996809592,-20.77143806606413,4.655748717057001
67268,145822,2446.222,4024.667,20.211999999999996,0.0102,19.503,0.0248,19.2445,0.0182,0.9610,-0.1627,11.823329725668716,-20.77138630446553,11.334035659765398
67270,5000144,3526.598,4024.753,19.045,0.0057,,,18.1535,0.0122,0.6580,0.0485,11.771975124864117,-20.771389335300356,5.413985686168367
67278,145837,3820.916,4025.008,22.107,0.0297,21.349,0.0652,21.2605,0.0594,0.7743,-0.0113,11.757985009709117,-20.771377223559696,9.939750752715153
67284,145831,2871.305,4025.248,19.134999999999998,0.0053,18.310000000000002,0.0109,18.0115,0.0085,0.7293,-0.1500,11.803123827061649,-20.771364999876564,4.797060907628448
67285,145836,3721.578,4025.250,22.805999999999997,0.0487,21.761000000000003,0.0858,21.4655,0.0681,0.7230,-0.4230,11.762706944103273,-20.77136685737028,8.409386876935951
67287,145818,725.394,4025.273,15.953999999999999,0.0063,15.273,0.0061,15.1255,0.0070,2.4607,-0.1220,11.905127358082657,-20.771316939178927,37.89856925417771
67302,39494,3772.461,4025.514,21.158,0.0161,20.331,0.0340,19.9045,0.0235,0.7887,-0.0990,11.760288272298547,-20.771354940717238,9.192515857618636
67303,145845,2791.780,4025.557,21.412999999999997,0.0176,20.524,0.0335,20.0335,0.0225,0.6630,-0.2263,11.806903965224071,-20.771350601056543,6.015874110432442
67305,145862,3630.667,4025.649,21.259999999999998,0.0158,20.396,0.0323,20.078500000000002,0.0253,0.6577,-0.0027,11.767028309267209,-20.771349367290245,7.0101487679189045
67311,145861,3589.686,4025.748,20.625,0.0126,19.77,0.0253,19.3415,0.0162,0.6873,-0.3123,11.768976300448978,-20.77134504160472,6.3802900030591445
67318,39504,3069.886,4025.959,20.354999999999997,0.0107,19.593,0.0208,19.1375,0.0132,0.5863,0.3180,11.793684473433593,-20.771334700586518,1.8126693617818783
67320,39473,2220.141,4025.964,22.942999999999998,0.0561,22.308,0.1185,21.9385,0.0938,0.8787,0.0293,11.834076231775645,-20.771325294826728,14.82254593535103
67321,145867,3903.539,4026.005,21.229,0.0162,20.465,0.0373,20.2565,0.0279,0.7770,0.0750,11.754057613337775,-20.771332490309014,11.21170520125197
67331,145859,3525.879,4026.323,21.650999999999996,0.0194,18.416,0.0155,18.1825,0.0155,0.8077,-0.2037,11.772009303015604,-20.771319558041608,5.400399531342684
67332,145866,3792.461,4026.346,20.634999999999998,0.0114,19.768,0.0263,19.4705,0.0174,0.8193,0.2590,11.759337595963453,-20.771317881618394,9.499347083085269
67333,39468,3366.952,4026.363,20.859,0.0140,19.900000000000002,0.0223,19.4925,0.0163,0.4690,0.0150,11.77956373820151,-20.771317728133827,2.980511903304426
67349,145874,2714.661,4026.832,19.685000000000002,0.0060,18.457,0.0129,18.0465,0.0096,0.7893,-0.0910,11.810569725437624,-20.771293210066908,7.202023025217926
67363,39514,3784.030,4027.296,22.903,0.0544,22.076,0.1148,22.0105,0.0931,0.7897,-0.2627,11.759738359196355,-20.77127569432025,9.368043426564137
67381,39571,3779.341,4027.974,22.833999999999996,0.0494,22.124000000000002,0.1135,22.0745,0.1174,0.7363,0.1917,11.759961248938492,-20.77124558000866,9.294794924383107
67394,145868,4066.188,4028.390,22.833,0.0490,22.111,0.1363,21.7965,0.1079,0.9497,0.0613,11.746326277063076,-20.771225398480308,13.71652009023746
67405,145905,3860.104,4028.695,20.878,0.0148,20.118000000000002,0.0299,19.9125,0.0237,0.7270,0.0603,11.75612226698373,-20.771213167817415,10.538199954783467
67410,39524,2107.902,4028.777,23.011000000000003,0.0524,22.233,0.1301,21.7945,0.0824,0.8780,0.0127,11.839411340537465,-20.77119835374229,16.557804714518532
67431,145920,3866.695,4029.337,20.752000000000002,0.0116,19.959,0.0290,19.7685,0.0196,0.7590,0.0977,11.75580897421878,-20.77118460071129,10.638842623923374
67441,5001267,2886.533,4029.584,,,22.655,0.2022,22.4315,0.1626,0.8025,-2.0065,11.802399943879205,-20.771172406798595,4.568224275038587
67445,145935,3355.690,4029.716,20.839,0.0149,19.887,0.0283,19.4545,0.0177,0.5593,-0.3423,11.780099060617825,-20.771168689695788,2.804903497782822
67460,39591,3666.210,4030.039,20.439999999999998,0.0087,19.553,0.0204,19.1985,0.0143,0.6483,-0.0223,11.765338820123262,-20.771154173957434,7.549950356354057
67472,39555,2925.889,4030.490,21.150999999999996,0.0142,20.289,0.0331,19.9335,0.0222,0.6620,-0.3653,11.800529191259843,-20.771132431051825,3.9685592800620846
67485,145960,2958.535,4030.906,18.397999999999996,0.0051,17.57,0.0115,17.2765,0.0059,0.9197,0.2520,11.798977395669988,-20.771114168111,3.4727162895188264
67523,145988,3974.446,4032.216,20.717,0.0127,20.007,0.0291,19.8475,0.0237,0.8513,0.0083,11.750687164190118,-20.771056012444685,12.29596262786488
67527,39600,3048.662,4032.458,20.543999999999997,0.0126,19.824,0.0241,19.4275,0.0165,0.5813,0.2833,11.794693296531326,-20.771045741771356,2.1231661195159077
67534,145993,2807.417,4032.629,22.034,0.0286,20.767,0.0390,20.2505,0.0294,0.7000,0.1303,11.80616061056683,-20.771036427398993,5.782945530320966
67535,145986,3826.112,4032.688,20.886000000000003,0.0127,19.841,0.0251,19.3035,0.0198,0.8463,0.1737,11.757738061058454,-20.771035866344285,10.00839694831433
67543,146006,3754.186,4032.790,22.147999999999996,0.0303,20.715,0.0388,19.8365,0.0212,0.7087,-0.1547,11.761156984963382,-20.77103163270503,8.900087847198586
67564,146028,3663.460,4033.785,21.429000000000002,0.0194,20.44,0.0367,20.4885,0.0344,0.6760,0.2293,11.765469548513927,-20.77098769203278,7.501870357890369
67566,146031,3883.806,4033.907,21.372999999999998,0.0191,20.421,0.0406,20.0995,0.0266,0.8337,-0.2323,11.754995647172986,-20.770981399286022,10.895881554679892
67569,146023,3366.612,4034.004,20.540999999999997,0.0108,19.613,0.0203,19.2125,0.0143,0.4940,-0.3923,11.779579888558402,-20.770978127689922,2.961047619161185
