,ID,X,Y,J,J_err,K,K_err,chi,sharp,ra,dec
7385,104247,4209.450,600.225,21.121,0.0285,20.276,0.0411,0.6315,-0.3800,204.9316729060023,-31.76572180484413
7395,9851,489.099,602.398,15.095,0.0073,14.528,0.0052,1.5770,-0.1540,205.1261528399028,-31.765624137607436
7396,5002645,5315.200,602.407,18.528,0.0234,17.916,0.0257,1.1000,-2.0910,204.8738706024733,-31.76556819300204
7402,5002648,6081.000,603.326,20.145,0.0277,19.365,0.0381,0.6950,-1.8480,204.83383913881377,-31.765472828687635
7410,9883,2200.171,604.343,21.105,0.0318,20.254,0.0457,0.7260,0.1485,205.03670724945474,-31.765574890752927
7416,104290,2846.408,605.261,21.213,0.0325,20.351,0.0384,0.6215,-0.6365,205.00292548525374,-31.765531879719337
7443,104323,668.955,608.459,20.163,0.0183,19.607,0.0321,0.7795,-0.1485,205.11675069975678,-31.765361610808863
7473,104392,1386.878,613.993,20.933,0.0226,20.093,0.0350,0.6130,-0.1205,205.07922156198958,-31.76513611719174
7475,9935,2450.493,614.042,17.567,0.0143,16.666,0.0091,1.1965,-0.9690,205.02362178976065,-31.765144027423027
7496,10017,547.682,616.597,16.727,0.0191,16.284,0.0128,1.4350,-0.1280,205.12308979828265,-31.76499538162634
7499,9975,546.227,616.970,16.308999999999997,0.0068,15.73,0.0063,1.0855,-0.0625,205.12316584020823,-31.764978747544873
7510,104448,2048.071,617.780,,0.4933,22.358,0.2907,0.7805,-0.1175,205.04465810898574,-31.764976918003526
7511,9981,2989.824,617.818,19.695,0.0215,18.826,0.0202,0.7890,-1.1100,204.99542867418972,-31.764972094085184
7512,104450,3773.989,617.886,15.161,0.0103,14.712,0.0057,2.0345,-0.4735,204.95443707088103,-31.764952016213964
7566,104539,4046.229,625.549,22.053,0.0495,20.385,0.0428,0.5945,-0.3380,204.94020627870404,-31.76460244962657
7569,10055,2003.715,625.676,21.584,0.0381,20.313,0.0397,0.6540,0.1260,205.04697671478328,-31.764625667155514
7583,104565,861.298,627.703,23.74,0.1457,22.997,0.3746,0.6085,-0.7120,205.1066953656491,-31.76451288749474
7593,5002724,6427.422,629.403,19.873,0.0288,19.071,0.0409,0.8600,-2.1430,204.81573294055943,-31.764285088918758
7610,104618,2719.049,631.751,21.449,0.0352,20.562,0.0486,0.6220,-0.5610,205.0095833573742,-31.76435569314322
7633,104665,4356.707,636.938,19.154,0.0172,18.376,0.0251,1.1635,-0.3560,204.92397694578708,-31.764084090575437
7653,10162,3126.700,640.776,16.847,0.0139,15.963,0.0073,1.4060,-0.7740,204.98827402450576,-31.763949712128206
7654,5002744,938.325,640.909,19.672,0.0159,18.777,0.0202,0.6485,-0.3650,205.10266839196274,-31.763928363215236
7659,10130,1564.952,641.894,14.721,0.0052,14.277,0.0060,1.9025,-0.0730,205.06991230791775,-31.76389945096137
7663,104712,1463.788,642.617,20.755,0.0213,19.945,0.0376,0.6840,-0.0160,205.07520050049592,-31.763865485248505
7666,104723,3454.991,643.134,19.933,0.0212,19.325,0.0286,0.8435,-0.7620,204.9711131217515,-31.763838410705375
7681,104743,2692.000,645.342,21.894,0.0420,19.625,0.0213,0.4740,-0.1275,205.0109974260582,-31.763751849310584
7717,104812,2084.980,651.663,20.202,0.0155,19.75,0.0331,0.6895,-0.4060,205.04272848285495,-31.76347124756403
7727,5002773,-86.708,653.267,17.811999999999998,0.0138,16.863,0.0139,1.3060,-0.6910,205.1562497097886,-31.76333673704832
7735,104835,2699.959,655.221,21.082,0.0307,19.121,0.0211,0.5985,0.1810,205.01058146404543,-31.76331272812399
7739,104848,508.119,655.586,20.929,0.0313,20.191,0.0433,0.7560,-0.1445,205.1251561107954,-31.763260997948006
7740,104854,3063.528,655.628,21.429,0.0328,20.659,0.0462,0.5750,-0.4570,204.99157651641733,-31.763290613647158
7744,104863,2514.426,656.990,20.886,0.0215,19.065,0.0183,0.5875,0.0970,205.02027989638398,-31.76323507332285
7763,5002791,5250.842,659.177,20.246,0.0313,19.432,0.0418,0.7250,-2.0985,204.87723897165526,-31.763049114111933
7764,10298,4170.611,659.306,17.927,0.0104,16.912,0.0115,1.1160,-0.2360,204.93370586920713,-31.763097513292305
7770,104899,948.085,660.333,20.138,0.0188,19.226,0.0264,0.7980,-0.0675,205.1021575141254,-31.763065374823274
7790,10304,4642.524,663.859,18.643,0.0196,17.838,0.0247,1.3015,-1.4085,204.90903780329108,-31.762874574364634
7797,104952,3197.668,664.634,21.051,0.0237,19.709,0.0230,0.5195,0.2940,204.9845647659572,-31.76288815111904
7808,10311,981.699,665.859,17.222,0.0076,16.689999999999998,0.0092,0.9965,-0.1865,205.10040021489434,-31.762820779268438
7822,104988,3105.775,668.400,22.841,0.0779,21.992,0.1151,0.4930,0.2950,204.9893683641334,-31.762722321171697
7824,104994,3804.388,668.587,20.262,0.0213,19.568,0.0300,0.7335,-0.7730,204.95284981681448,-31.762697725376086
7839,105023,1728.342,671.721,21.835,0.0474,21.025,0.0699,0.6460,-0.3205,205.061370845529,-31.762576311233886
7842,10365,383.835,672.098,21.094,0.0384,20.369,0.0849,0.6900,-0.3925,205.13165200967777,-31.762522050259612
7844,105034,382.366,672.475,20.932,0.0340,20.106,0.0430,0.6515,0.1390,205.1317287796355,-31.762505232727822
7864,5002822,5221.855,674.682,20.018,0.0286,19.161,0.0325,0.6900,-1.8380,204.87875531408673,-31.762361786292104
7866,5002824,41.854,675.098,14.938,0.0060,14.274,0.0066,1.6555,-0.2565,205.14952810487083,-31.76237302300713
7869,105059,1.998,675.453,,0.2023,20.32,0.0668,0.5405,2.0580,205.15161146007665,-31.76235525378931
7876,10414,4200.316,677.014,16.924,0.0148,16.02,0.0099,1.8520,-0.5165,204.9321539114793,-31.762309340228455
7880,105084,2916.114,677.462,21.113,0.0255,19.469,0.0225,0.5800,-0.0005,204.99928263391948,-31.76232219053909
7886,5002828,5307.851,678.120,17.16,0.0208,16.314999999999998,0.0250,2.1250,-1.8955,204.8742603442033,-31.762203661124826
7895,10403,573.564,678.868,20.41,0.0261,19.976,0.0631,0.7580,0.2410,205.12173405104872,-31.76222879391641
7896,105095,2209.814,678.885,,0.5902,22.922,0.3337,0.6450,-1.7905,205.0362028798722,-31.76226196093908
7901,105119,571.832,679.774,20.324,0.0213,19.486,0.0317,0.7000,0.2420,205.12182454657696,-31.762188461301402
7904,5002833,6195.735,680.200,20.649,0.0344,19.838,0.0365,0.5850,-1.4215,204.82784885275805,-31.762046996491133
7914,105141,693.001,681.527,18.945,0.0108,18.427,0.0185,0.7945,-0.4140,205.11549065748113,-31.762115026360153
7928,105162,3763.179,683.634,22.234,0.0550,20.98,0.0520,0.5085,-0.2810,204.95500445779908,-31.76203022310556
7929,105154,3000.642,683.651,22.509,0.0642,21.415,0.0811,0.5420,-0.6795,204.9948642216744,-31.762046050985372
7939,105177,3585.413,684.803,21.705,0.0398,20.94,0.0566,0.5620,-0.0625,204.96429677312204,-31.761983243200962
7948,105189,2385.801,686.184,20.096,0.0152,19.263,0.0254,0.7195,-0.6870,205.02700356326088,-31.761937807287126
7960,10458,1590.633,687.970,14.967,0.0046,14.348,0.0055,1.5940,-0.0805,205.06856897855246,-31.761852069042735
7980,105237,3936.663,690.079,20.003,0.0187,19.137,0.0243,0.7770,-0.7030,204.94593626666378,-31.761738274395434
7983,10513,1956.015,690.543,18.732,0.0105,18.37,0.0179,0.8975,0.0630,205.0494695266949,-31.76174231270946
7985,10502,3694.618,691.188,,0.2760,22.579,0.2216,0.5580,0.1260,204.9585885663366,-31.76169649034516
7998,105271,2337.235,693.942,21.413,0.0329,19.541,0.0229,0.5935,0.0690,205.02954222676718,-31.761593007298885
8004,105274,22.175,694.777,,0.3756,29.095,0.3263,0.0310,4.9810,205.15055562470198,-31.761497427622285
8010,105284,3862.322,695.595,21.76,0.0407,20.9,0.0474,0.5075,-0.5660,204.94982245208143,-31.761495558151577
8029,105303,7.706,699.095,,0.4478,23.0,0.6145,0.6040,1.7020,205.1513116951736,-31.761304792682417
8032,105316,3098.172,699.855,16.918,0.0134,16.424,0.0086,1.4520,-0.7700,204.9897663740316,-31.761324447712003
8034,5002878,5124.608,700.389,20.774,0.0345,20.005,0.0458,0.5950,-1.6085,204.88384043304333,-31.761225094818055
8042,105338,1119.578,701.723,,0.2759,22.654,0.4827,0.6840,-3.5245,205.09319175302153,-31.761230694191074
8062,105363,2973.295,704.389,21.428,0.0353,20.584,0.0539,0.6575,-0.8580,204.99629403690557,-31.761124730573343
8085,105409,3667.476,707.888,19.879,0.0198,19.303,0.0256,0.7380,-0.6840,204.96000788734102,-31.76095503551845
8086,105402,14.641,708.005,,0.4542,22.574,0.3472,0.5900,-1.4735,205.1509486655216,-31.760909143459067
8090,10592,6.189,708.437,,0.3044,22.466,0.4731,0.5850,1.6495,205.15139044096736,-31.760889519201463
8094,105421,806.265,709.458,19.95,0.0163,19.156,0.0232,0.7550,-0.1840,205.10956897160685,-31.76087755573173
8116,5002910,4793.293,713.901,20.118,0.0272,19.324,0.0405,0.7150,-1.8835,204.90115971837346,-31.760642922543987
8123,105481,1989.267,714.851,,0.3500,22.587,0.4018,0.6820,-3.4205,205.04773113654431,-31.760662239069585
8127,105474,2821.313,715.334,21.326,0.0292,20.433,0.0428,0.5890,-0.5440,205.00423857748288,-31.76064002150021
8138,5002922,-7.953,717.318,17.584,0.0096,16.7,0.0099,0.9810,-0.4470,205.15212914125277,-31.760494097255272
8173,105544,4531.881,722.627,20.911,0.0349,19.992,0.0434,0.7740,-0.9390,204.91482462135818,-31.760267932832004
8184,5002942,3545.278,724.467,21.144,0.0360,20.317,0.0455,0.5640,-1.3860,204.96639590378766,-31.76022143759026
8194,105578,2530.914,725.219,20.811,0.0225,19.993,0.0325,0.6010,-0.7355,205.01941830122107,-31.76020263076787
8196,105579,2814.628,725.596,19.772,0.0193,19.265,0.0263,0.8400,-0.6680,205.0045881304647,-31.760183999566166
8241,105667,461.194,734.406,21.19,0.0363,20.333,0.0499,0.7800,-0.3255,205.12760527870384,-31.759756026389255
8243,10748,1286.270,734.839,14.645,0.0069,13.766,0.0052,2.0870,0.0015,205.08447752021428,-31.75976300643922
8244,10729,1288.322,734.842,14.756,0.0117,13.998,0.0243,3.9250,0.1295,205.08437025946859,-31.75976292021611
8245,105666,398.576,735.084,20.715,0.0245,19.815,0.0346,0.7320,-0.3595,205.13087836199927,-31.759723309814863
8251,10785,3950.687,736.425,18.05,0.0136,17.156,0.0116,1.0800,-0.8465,204.94520504015722,-31.759677990284263
8260,105708,4137.946,737.396,19.336,0.0151,18.567,0.0218,0.9685,-0.5010,204.93541683684566,-31.759628115591845
8277,105730,3919.502,739.720,21.045,0.0263,20.254,0.0356,0.5885,-0.8530,204.9468352452794,-31.759532592934686
8279,10792,2032.343,740.442,,0.2754,22.969,0.3654,0.6945,-1.1580,205.04547926375966,-31.75952519010705
8284,10823,1597.009,741.196,19.678,0.0106,19.112,0.0198,0.6180,-0.1160,205.06823466929816,-31.759486584726226
8295,105760,1723.705,743.763,21.495,0.0387,21.064,0.0749,0.6920,-0.0670,205.06161208274733,-31.75937439625549
8301,105762,2335.568,744.484,20.758,0.0233,19.951999999999998,0.0337,0.6555,-0.5960,205.02962933009442,-31.75934670511244
8312,5002995,5228.704,745.767,17.347,0.0199,16.899,0.0263,1.7550,-1.8765,204.8784023959805,-31.759202059283304
8328,105812,438.282,748.861,18.738,0.0109,18.117,0.0170,0.8940,-0.3870,205.12880222001831,-31.759112650140946
8334,10856,4013.889,749.598,18.955,0.0163,18.316,0.0184,0.9530,-0.9940,204.94190194132776,-31.75909034260944
8338,105828,2969.674,750.111,18.527,0.0146,17.648,0.0145,1.0775,-0.4315,204.99648400800245,-31.75909269789734
8344,10855,2806.950,750.478,20.623,0.0196,19.79,0.0312,0.6435,-0.8510,205.00498974777867,-31.759078211160038
8346,5003009,-61.494,750.771,17.178,0.0090,16.302,0.0117,1.2350,-0.6135,205.1549257816169,-31.759004567440655
8370,5003016,2483.366,755.826,15.116,0.0100,14.1,0.0062,2.1985,-0.4880,205.0219038019603,-31.758842471820966
8386,105915,1162.476,758.595,21.241,0.0313,20.362,0.0370,0.5930,-0.1175,205.0909476767573,-31.758704181102225
8417,105970,1689.473,762.823,18.753,0.0093,17.964,0.0140,0.8030,-0.1860,205.0634011054806,-31.758526809375308
8422,106006,2255.818,764.700,19.211,0.0125,18.649,0.0177,0.7790,-0.5035,205.03379789516632,-31.758448105515644
8423,106004,1468.070,765.078,21.891,0.0479,21.184,0.0912,0.7155,-0.0595,205.07497392322966,-31.75842288213359
8446,106031,558.167,768.082,18.298,0.0088,17.462,0.0120,0.8305,-0.2340,205.12253486405814,-31.758263159378902
8467,106086,3518.331,771.983,20.977,0.0271,20.152,0.0327,0.5805,-0.5470,204.96780583798358,-31.75811029782086
8481,11015,3856.940,774.001,16.173000000000002,0.0078,15.744,0.0069,1.3260,-0.2000,204.9501067113734,-31.758011037327442
8528,106199,3954.543,781.627,,0.1944,21.245,0.0702,0.5095,-1.6220,204.94500528212913,-31.75766889237188
8543,106215,496.364,783.974,19.547,0.0123,18.698,0.0191,0.7755,-0.1105,205.12576458652134,-31.757554431054327
8552,5003103,5987.790,785.132,21.396,0.0404,20.479,0.0583,0.5400,0.1740,204.83872808778844,-31.757399947393704
8561,106247,2193.804,786.204,18.055,0.0078,17.333,0.0120,0.9610,-0.4315,205.03703931200815,-31.757492193334212
8571,11129,3323.235,787.333,18.618,0.0156,17.77,0.0155,0.9940,-1.1075,204.97800394321166,-31.757432482813517
8578,106274,2692.151,787.926,22.622,0.0678,21.423,0.0699,0.4770,0.0980,205.01099070682156,-31.757414809772538
8583,106283,3505.692,788.475,21.378,0.0306,19.805,0.0298,0.6155,0.1340,204.96846695426436,-31.757377633436406
8597,5003123,5289.937,790.901,21.095,0.0344,20.441,0.0608,0.5700,-0.9915,204.87520500936017,-31.757192334416036
8601,106313,1683.202,792.186,21.758,0.0453,21.149,0.0722,0.6275,-0.3755,205.06372839514847,-31.757221702334995
8604,5003127,5634.755,792.508,16.291,0.0171,15.651,0.0193,2.4100,-1.1700,204.8571816733699,-31.757098106598946
8630,11128,2776.332,797.442,16.668,0.0142,16.177,0.0092,1.8135,-0.7165,205.0065906647139,-31.756991211313384
8632,5003140,5726.348,797.831,19.414,0.0221,17.879,0.0218,0.8100,-1.4875,204.8523946093052,-31.756855046492735
8637,106385,3735.025,798.847,19.28,0.0175,18.521,0.0210,0.9630,-0.8925,204.95648009292952,-31.7569105044066
8648,11218,2501.843,801.074,20.774,0.0209,20.146,0.0381,0.6315,-0.7735,205.02093815147177,-31.75683140696175
8649,106410,2895.927,801.174,21.951,0.0418,21.112,0.0607,0.5160,-0.6915,205.00033951326344,-31.756824137857297
8650,106407,2168.579,801.183,18.809,0.0101,17.944,0.0144,0.8495,-0.3900,205.03835775099986,-31.75682636490823
8663,106430,1025.192,803.694,20.202,0.0165,19.807,0.0319,0.6620,-0.4075,205.09812209350292,-31.75669607257329
8679,106452,1351.515,806.158,22.009,0.0479,21.338,0.0974,0.6760,-0.5535,205.0810652758534,-31.756594741747342
8701,11278,3883.257,810.668,18.065,0.0136,17.118,0.0117,1.1880,-0.7700,204.94873250957897,-31.756380554803485
8705,11300,1207.690,811.164,20.631,0.0202,19.92,0.0344,0.6785,-0.0155,205.0885827912144,-31.75636892877357
8711,5003176,5317.308,811.601,21.298,0.0373,20.035,0.0442,0.5400,-0.0320,204.87377586921536,-31.756270623946182
8717,106513,4640.203,812.370,19.633,0.0235,18.8,0.0291,0.9835,-1.3545,204.90916758879666,-31.75627424117061
8729,5003186,6547.019,814.266,18.696,0.0152,16.756,0.0222,1.0350,0.2370,204.80950056864134,-31.756058522707708
8740,11311,3501.122,816.165,18.725,0.0128,17.912,0.0148,0.9870,-0.4455,204.96870661617353,-31.756147083729772
8749,11320,2782.954,817.961,19.139,0.0174,18.314,0.0172,0.8455,-1.0955,205.00624474993992,-31.756079200696583
8761,106604,2282.677,819.862,21.428,0.0372,20.601,0.0612,0.7495,-0.6785,205.03239384876358,-31.755996525014794
8765,11314,450.527,820.311,21.15,0.0316,20.181,0.0376,0.6625,-0.2505,205.12815874565047,-31.755937614079706
8776,5003205,1832.599,822.528,20.531,0.0269,19.711,0.0335,0.6355,-0.1530,205.05591902946378,-31.755875103849608
8793,11350,3325.893,825.412,17.903,0.0232,17.173,0.0196,1.2050,-0.1800,204.9778659267948,-31.75574003588748
8794,5003213,-85.326,825.443,18.18,0.0224,17.687,0.0201,1.5110,-0.6530,205.1561669230533,-31.755684594813463
8795,106646,1400.943,825.460,20.42,0.0210,19.625,0.0314,0.7475,0.0625,205.07848123434636,-31.755737919733484
8801,106661,1283.954,826.136,,0.5725,22.667,0.4280,0.7875,-3.3610,205.0845961161708,-31.755705327710004
8802,11383,3324.269,826.209,17.572,0.0135,16.723,0.0086,1.1085,-0.5095,204.97795083085322,-31.755704647162702
8820,11410,2894.990,829.570,19.492,0.0190,18.689,0.0222,0.9780,-0.9080,205.00038886780783,-31.755562109365652
8826,106705,4221.707,830.769,21.815,0.0428,20.675,0.0550,0.6435,-0.3580,204.93104289681355,-31.755474979990975
8829,106702,955.498,831.396,21.459,0.0327,20.731,0.0540,0.6100,-0.1830,205.1017639904733,-31.755462837136296
8830,106703,3247.093,831.602,19.117,0.0162,18.648,0.0207,0.8995,-0.9915,204.98198486299495,-31.75546647883368
8837,106730,3348.081,833.578,22.113,0.0481,21.472,0.0910,0.5550,-1.2425,204.97670638293664,-31.755376643017474
8860,106789,2958.433,838.349,,0.3677,23.027,0.3752,0.4880,-2.4070,204.99707289981782,-31.755171170069186
8870,106807,1620.249,841.011,20.174,0.0176,19.377,0.0248,0.7190,-0.2880,205.0670180333282,-31.755050756150265
8899,5003246,5942.360,846.339,18.441,0.0215,17.63,0.0268,1.1650,-2.0055,204.84110817160337,-31.75468315401209
8910,106880,2323.628,848.134,18.132,0.0098,17.631,0.0126,1.0075,-0.5220,205.0302533448056,-31.75474004904245
8925,106907,3541.090,850.046,22.405,0.0598,21.539,0.0779,0.5020,-0.5635,204.96661851773726,-31.75464028071552
8931,106917,811.550,850.645,19.888,0.0160,19.08,0.0228,0.7725,-0.1660,205.10928723541855,-31.754602785877015
8943,106930,1000.787,851.750,19.867,0.0151,19.039,0.0219,0.7650,-0.2160,205.09939609385685,-31.754559557566544
8944,106935,2659.724,851.986,22.309,0.0584,21.498,0.0857,0.5500,-0.3180,205.0126861414974,-31.754567926913595
8946,106936,3883.445,852.121,22.137,0.0499,21.854,0.1018,0.4965,-0.2985,204.94872425949094,-31.754538202354798
8950,11504,1814.616,852.732,17.851,0.0056,17.235,0.0089,0.7580,-0.0525,205.05685857079771,-31.754532502424322
8960,106957,1913.609,854.101,20.969,0.0258,20.197,0.0405,0.6785,-0.0830,205.05168435269047,-31.75447271202577
8973,106982,599.462,857.121,21.184,0.0277,20.262,0.0403,0.6265,-0.0165,205.1203724317322,-31.75430746416551
8977,106986,3625.387,857.605,22.129,0.0517,21.342,0.0720,0.5370,-1.0175,204.96221268854856,-31.754302131843485
8996,5003287,153.322,861.326,16.875,0.0073,16.424,0.0080,0.9435,-0.1935,205.14369108871884,-31.754101664753673
9003,107050,4092.237,862.538,22.218,0.0542,21.265,0.0760,0.5750,-0.3320,204.937811511177,-31.754067988044472
9006,5003292,1809.049,862.941,19.034,0.0105,18.243,0.0175,0.6955,-0.1920,205.0571494073416,-31.754078705471183
9007,107049,3596.609,863.175,20.373,0.0235,19.61,0.0280,0.6790,-0.9080,204.96371703441636,-31.754055343760715
9008,5003293,5990.781,863.238,19.808,0.0174,18.082,0.0181,0.6500,-0.1810,204.83857883740396,-31.753928371225
9017,5003297,5674.304,864.864,17.674,0.0207,16.839,0.0268,1.6900,-1.9465,204.85512046335174,-31.753879534080415
9028,11637,1555.042,867.631,17.268,0.0054,16.522,0.0072,0.8755,-0.0910,205.07042577704655,-31.75386657121919
9056,107134,2217.859,872.482,19.726,0.0127,18.904,0.0199,0.7195,-0.3520,205.03578164287327,-31.753657711775954
9078,107182,4014.759,876.102,20.989,0.0205,20.23,0.0363,0.5620,-0.6040,204.94186169252788,-31.753467941346923
9083,107181,2103.605,877.408,,0.2214,22.826,0.4495,0.6745,-1.0425,205.04175342581027,-31.753438286203405
9092,5003326,4074.535,878.658,18.146,0.0129,17.248,0.0118,0.8920,-0.9260,204.93873744953194,-31.753352197093026
9103,107222,667.835,880.189,20.173,0.0153,19.415,0.0222,0.6420,-0.1170,205.11679772404517,-31.753284747947482
9109,5003332,5030.018,881.695,18.31,0.0198,17.914,0.0257,1.1100,-1.8660,204.8887969250688,-31.753172587575826
9114,107242,1548.618,882.316,17.519,0.0074,16.601,0.0097,1.0140,-0.1155,205.07076124741195,-31.753213796091305
9115,107244,4137.666,882.534,21.802,0.0379,20.26,0.0351,0.5305,0.0775,204.93543791573668,-31.753177583336626
9118,5003336,5387.716,882.844,18.674,0.0208,18.227,0.0296,1.0000,-1.9370,204.87010110212648,-31.753099801458823
9142,11750,718.515,887.287,16.211,0.0081,15.618,0.0077,1.5395,-0.1490,205.11414851151255,-31.752971088520304
9150,107322,2265.305,889.269,14.378,0.0065,13.901,0.0063,2.4195,-0.2170,205.03330169973924,-31.752911748706694
9162,107333,450.631,891.274,19.473,0.0147,18.647,0.0182,0.8300,-0.1655,205.1281499151922,-31.752783724497018
9165,107351,2370.297,892.033,18.815,0.0102,17.983999999999998,0.0134,0.8210,-0.5350,205.02781403440045,-31.75278900598885
9167,5003357,5162.373,892.273,20.411,0.0322,19.502,0.0325,0.6150,-1.8125,204.881879823124,-31.752694739019
9202,107421,3767.647,899.002,21.752,0.0387,20.518,0.0450,0.5835,-0.4625,204.9547784715319,-31.752458225963252
9207,107440,4543.145,899.992,20.654,0.0268,18.959,0.0283,0.8170,-0.3580,204.9142455085247,-31.75238456907561
9216,107449,2988.390,901.471,20.397,0.0176,19.576999999999998,0.0249,0.6080,-0.6045,204.99550807305783,-31.752365369097745
