,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec,rgc
99525,5011240,3546.703,5811.752,,,23.314999999999998,0.5995,22.246000000000002,0.3236,1.7645,5.3055,150.70313782216715,-26.0371514329181,15.641451602639988
99526,5011241,3071.782,5811.797,,,22.497,0.3232,22.643,0.4103,1.7125,0.2365,150.72662955834144,-26.03715749771708,15.688267712767168
99529,5011243,1851.691,5811.881,,,22.948999999999998,0.5227,22.311999999999998,0.2820,1.9820,-1.5995,150.78698080238425,-26.037157067436173,15.88101708701498
99530,5011244,2739.099,5811.911,,,22.525,0.2648,22.765,0.6974,1.7390,3.6190,150.74308556936228,-26.037155817880848,15.731055973555105
99538,5011246,817.351,5812.683,,,22.939999999999998,0.3434,22.543,0.4374,1.8625,-0.5000,150.83814390132855,-26.037104586233585,16.128409109456662
99543,5011248,3023.360,5812.941,,,22.595,0.3293,22.808,0.4715,1.8165,-3.0125,150.7290247453042,-26.037107262320376,15.700634174583506
99546,5011249,3407.400,5813.077,,,22.945,0.4362,22.279000000000003,0.3046,1.8280,-2.1295,150.7100284028768,-26.03709530352194,15.661211823099201
99554,5011251,365.946,5813.532,,,22.238,0.2981,23.307000000000002,1.0770,1.6185,2.3505,150.86047235888822,-26.03705385728438,16.261388008397475
99560,5011252,1170.251,5814.025,,,23.346,0.5311,22.659,0.4810,1.6720,0.8770,150.82068786155648,-26.037052711628153,16.04549668263772
99565,5011253,1919.338,5814.449,,,22.997,0.4707,21.628,0.2307,1.7270,-0.1730,150.78363465611056,-26.037043407879636,15.882791608331726
99566,5011254,1404.095,5814.646,,,22.957,0.4109,22.776000000000003,0.4531,1.6620,-2.1880,150.80912088169916,-26.03702910469037,15.993529092350279
99567,5011255,2885.573,5814.741,,,24.483999999999998,0.9383,22.682000000000002,0.7258,1.9955,2.3430,150.73584033182243,-26.037028779086523,15.728189987308037
99572,5011256,310.058,5815.307,,,22.669999999999998,0.4182,22.679000000000002,0.4556,1.7860,2.9255,150.86323675736548,-26.03697312103427,16.288555837557112
99574,5011258,2744.013,5815.420,,,23.688,0.3188,22.914,0.4940,1.6955,-1.5850,150.74284252986203,-26.036999826406102,15.75102020569633
99585,5011259,1742.604,5815.944,,,22.326,0.2832,22.902,0.8190,1.7910,-0.2790,150.79237669779474,-26.036975564567037,15.927159668177516
99589,5011260,1772.108,5816.606,,,22.942999999999998,0.2674,23.555,1.2210,1.7825,3.8955,150.79091729176625,-26.036946412594677,15.924976873784455
99598,5011262,1928.374,5817.774,,,23.181,0.5442,23.107,0.5457,1.8095,2.6810,150.78318767162858,-26.03689568801118,15.900624869308817
99600,5011263,1705.280,5817.880,,,22.262999999999998,0.2483,24.134,1.8459,1.7735,2.6855,150.79422288756408,-26.036889157674953,15.946349248655771
99602,5011264,1245.986,5818.124,,,22.793,0.4247,23.024,0.4590,1.8315,-1.7535,150.8169415890534,-26.036871928585946,16.051219957213632
99603,5011265,2006.841,5818.154,,,21.349999999999998,0.1104,21.246000000000002,0.2006,1.6780,-0.7580,150.77930634387812,-26.03687923978103,15.887808445399571
99605,5011266,2039.931,5818.309,,,23.689,0.8029,22.961,0.3046,1.8440,-1.1620,150.7776695652304,-26.03687250563355,15.882499059173924
99607,5011267,2817.288,5818.568,,,22.963,0.3776,22.509999999999998,0.4711,1.7135,-2.0150,150.73921805120594,-26.036859323837565,15.759607414001499
99610,5011268,3805.457,5818.858,,,23.267,0.3578,22.776000000000003,0.3790,1.6055,-0.3425,150.69033889118518,-26.036829619355498,15.664377613238196
99620,5011269,1152.300,5819.652,,,22.320999999999998,0.2404,22.28,0.2773,1.5900,0.9005,150.82157567645066,-26.036802279134676,16.083045033023186
99622,5011271,3025.699,5819.895,,,22.797,0.4267,23.134,0.5987,1.8740,-0.9230,150.7289091426412,-26.036798168267143,15.741215782199694
99623,5011272,1501.806,5819.922,,,22.535999999999998,0.3083,22.317999999999998,0.2566,1.7810,3.1485,150.80428757961099,-26.03679601228534,16.002454540544207
99630,5011273,754.466,5820.474,,,22.500999999999998,0.2956,23.024,0.5318,1.6470,4.1985,150.84125424643406,-26.036756716368327,16.191252429240095
99632,5011274,1720.863,5820.482,,,22.758,0.3215,23.207,0.4101,1.6820,4.0235,150.79345205507107,-26.036773667945166,15.958422334108276
99638,5011275,1027.992,5820.798,,,22.608,0.3265,22.046,0.3778,1.8800,-0.1510,150.82772446310585,-26.036748810932274,16.12097391932025
99645,5011277,2602.400,5821.276,,,22.982,0.3648,22.308999999999997,0.3755,1.9175,-1.5600,150.74984737591464,-26.036740448389843,15.80573832737783
99650,5011278,540.474,5821.712,,,23.613,0.6713,22.552999999999997,0.3674,1.6185,2.9460,150.85183916673464,-26.036695734920364,16.25838754488336
99654,5011280,3234.558,5821.756,,,22.988,0.4623,22.528,0.4154,1.9890,0.3745,150.7185780961604,-26.036712540879062,15.728954415571383
99665,5011281,1555.754,5822.497,,,22.8,0.3789,22.539,0.4148,1.7310,4.5685,150.80161903942872,-26.03668226990052,16.00566957392862
99666,5011282,4058.625,5822.547,,,23.566,0.3453,22.182000000000002,0.2463,1.8685,5.1730,150.6778162306649,-26.036658709926225,15.672225530385626
99668,251404,49.336,5822.803,,0.2405,28.535999999999998,0.5115,26.631999999999998,0.4333,0.0437,3.6137,150.87613287550016,-26.036630652253994,16.413219721725067
99669,5011283,4009.937,5822.931,,,23.117,0.2934,22.359,0.3737,1.8685,-0.0095,150.68022455775065,-26.03664306464294,15.676747383451092
99675,5011284,1665.710,5823.357,,,22.872,0.3912,23.317999999999998,0.2903,1.8630,-1.5025,150.79618012923194,-26.036645326120446,15.986975456684473
99681,5011286,1899.598,5823.771,,,22.647,0.3542,22.298000000000002,0.3897,1.9865,-0.2360,150.7846110148128,-26.036628968039697,15.941591868887912
99683,5011287,1234.240,5823.780,,,22.471999999999998,0.2747,22.637,0.2814,1.5650,-0.6370,150.81752248423902,-26.036620341902204,16.087356027988633
99689,5011289,2397.951,5824.171,,,22.673,0.3900,22.910000000000004,0.3730,1.9720,-0.0485,150.75996032205862,-26.036612468001085,15.854512262131397
99690,5011290,1143.274,5824.239,,,23.149,0.4599,22.394,0.3233,1.8075,3.8660,150.82202204177688,-26.036598237960533,16.11227941008897
99693,5011292,2000.337,5824.298,,,23.534,0.7770,22.734,0.3641,1.9090,0.6560,150.7796280257505,-26.036606141481233,15.925245229085078
99700,5011295,1500.938,5825.115,,,22.921,0.2999,22.566000000000003,0.5996,1.7910,0.3485,150.80433043651328,-26.036565201443267,16.03324362531209
99709,5007267,1605.887,5825.921,,0.2404,23.215,0.6313,,,1.5025,-3.1990,150.79913919944548,-26.036530700755705,16.01490999921465
99717,5011297,1065.280,5826.459,,,23.189,0.4562,22.598,0.3629,1.7050,2.5835,150.82587990584517,-26.036497999696106,16.1448330214668
99722,92148,760.917,5826.852,,0.3379,23.075,0.4657,22.646,0.4303,1.3120,-0.8747,150.84093496742761,-26.03647341860595,16.226991345083594
99723,5011298,4142.154,5826.923,,,22.774,0.4359,22.665,0.5358,1.9965,-1.4815,150.6736846847831,-26.036461690562337,15.694200682829027
99732,251513,2977.453,5827.998,23.69,0.1496,22.276999999999997,0.2045,22.155,0.2625,1.4380,0.2743,150.73129570419874,-26.03643860550138,15.794629684156964
99736,5011303,1949.421,5828.304,,,23.772,0.6772,22.432000000000002,0.3417,1.6890,-3.0515,150.78214652406933,-26.036427817998934,15.958597238908737
99741,5011304,3106.836,5828.786,,,22.948,0.4957,22.558,0.4008,1.9730,-2.9160,150.72489588642324,-26.03640196840595,15.784061653357655
99744,5011306,1493.624,5829.020,,,22.857,0.3419,22.607,0.4191,1.6720,-1.4045,150.80469215889883,-26.03639154752378,16.0578863510869
99748,5011307,3113.740,5829.210,,,22.896,0.5310,22.130000000000003,0.3887,1.8065,-0.3505,150.7245543920319,-26.0363830299298,15.785773798263879
99757,5011310,579.523,5829.825,,,22.459,0.3363,23.137999999999998,0.5612,1.8880,0.9375,150.84990737441186,-26.036336303785717,16.29490305290788
99760,5011311,1365.613,5829.977,,,22.855999999999998,0.3588,22.162999999999997,0.4271,1.8000,0.0085,150.81102410341103,-26.03634713569308,16.092735553267374
99769,5011314,2642.948,5830.522,,,23.174,0.5883,22.098,0.2211,1.7695,-2.9205,150.747841754242,-26.036329296812763,15.85420583294558
99770,5011315,800.939,5830.546,,,23.766,0.7025,22.430999999999997,0.3511,1.7415,-2.1540,150.8389552077189,-26.03631026613735,16.23786899474989
99772,5011317,1725.573,5830.653,,,23.346,0.5937,22.368000000000002,0.2534,1.9220,-2.9850,150.79321896775028,-26.03632167094663,16.017376427559352
99773,5011318,2881.486,5830.673,,,22.236,0.2688,22.994,0.4230,1.7495,-1.1330,150.7360426671701,-26.03632073281721,15.822387917866232
99777,5011319,1515.169,5830.876,,,22.538,0.3153,22.985,0.8689,1.7960,0.1450,150.8036264252264,-26.036309347994234,16.06401248818072
99781,5011321,3668.392,5831.178,,,23.041,0.4496,22.991,0.3140,1.7670,0.6595,150.69711903797744,-26.036285380875,15.74576893818863
99782,251565,756.478,5831.181,23.381999999999998,0.0853,21.634,0.1370,21.71,0.1612,1.4150,0.0190,150.8411544131111,-26.03628090413662,16.25365131821698
99788,5011324,1926.953,5831.869,,,23.326999999999998,0.3752,22.445,0.3089,1.6635,-0.4575,150.78325786138703,-26.03626923681991,15.983962295636644
99792,5011325,2552.200,5832.232,,,22.525,0.2824,22.594,0.3380,1.8550,-0.3665,150.7523305389806,-26.036253750351953,15.87775479771085
99795,5011326,1010.830,5832.348,,,22.823,0.3684,22.270000000000003,0.4397,1.9025,-0.4385,150.82857308937807,-26.03623510924876,16.193328363967098
99796,5011327,481.598,5832.372,,,22.692,0.4072,23.360999999999997,0.6512,1.6645,-2.4615,150.85475105868176,-26.03622018443632,16.337962399767356
99797,5011328,2927.130,5832.376,,,21.064999999999998,0.1169,22.387999999999998,0.4219,1.8645,4.2980,150.73378494416573,-26.036244580419527,15.826593466462564
99799,5011329,3932.222,5832.454,,,22.834,0.3158,23.412999999999997,0.9547,1.6935,3.0400,150.6840689632125,-26.03622200801989,15.73633755891719
99802,5011331,314.549,5832.651,,,22.143,0.2026,22.302999999999997,0.3381,1.8395,0.2500,150.86301396477572,-26.03620243079844,16.388939866945588
99803,5011332,4028.269,5832.799,,,23.674,0.7232,22.982,0.5387,1.9135,-0.3990,150.67931810017058,-26.03620395840296,15.73342635201887
99805,5011333,1468.268,5832.942,,,22.742,0.3618,22.942,0.4042,1.6965,0.0330,150.80594631171616,-26.03621688686125,16.086691492376946
99808,5011334,1519.975,5833.000,,,23.56,0.5282,22.200000000000003,0.2427,1.6190,-2.7300,150.80338866922335,-26.03621501175477,16.075458195212995
99810,5011335,3751.238,5833.038,,,22.589,0.2744,22.625,0.3589,1.8085,-0.6640,150.6930211849491,-26.0362007488682,15.750811888924503
99815,5011338,1128.886,5833.404,,,22.366,0.2234,23.351,0.4546,1.6045,1.0955,150.8227335315014,-26.03619062395426,16.16979807025165
99824,5011341,3298.125,5834.119,,,23.096999999999998,0.3146,23.643,1.1452,1.6235,-3.5325,150.71543402919414,-26.036162042810655,15.795034837112626
99826,5011343,2135.609,5834.160,,,22.465,0.2789,22.262,0.3110,1.9855,-2.2675,150.77293685863592,-26.036168362785784,15.958322696408706
99827,5011344,2957.042,5834.183,,,22.349999999999998,0.2971,22.436,0.4547,1.8785,5.9380,150.73230539490567,-26.036163946637807,15.833487598167311
99833,5011345,3907.883,5834.490,,,22.848,0.2890,22.726,0.4480,1.8275,-1.6745,150.685272930624,-26.03613218320165,15.749578788631723
99834,5011346,1970.480,5834.523,,,22.928,0.2552,23.162999999999997,0.2605,1.8395,2.1150,150.78110481808017,-26.036151539928273,15.991192386544451
99837,5011347,1074.518,5834.673,,,23.023,0.5271,22.323,0.2796,1.7260,-1.3700,150.8254227658502,-26.036133126039303,16.19085206580378
99838,5011348,2795.539,5834.682,,,22.017,0.2128,23.079,0.5395,1.5270,3.0845,150.74029400265505,-26.036143333727683,15.857295227890665
99842,5011350,3336.968,5834.895,,,22.301,0.2509,23.741999999999997,0.8015,1.7105,3.3425,150.71351271062323,-26.03612688904598,15.795768883685838
99846,5011351,1693.688,5835.267,,,22.250999999999998,0.2805,22.332,0.3819,1.8785,-0.2410,150.79479608045975,-26.036116287450955,16.05124225676218
99849,5011352,3702.005,5835.594,,,22.227999999999998,0.2256,23.110999999999997,0.3636,1.5610,-1.7920,150.6954565171193,-26.03608833143042,15.769176270751299
99854,5011353,791.646,5836.217,,,23.512,0.7978,22.461,0.3424,1.9085,-0.1290,150.83941471667103,-26.03605798727671,16.27372263543923
99857,5011354,663.320,5836.684,,,22.631,0.2460,23.107999999999997,0.4335,1.6815,1.1275,150.84576221935998,-26.036033831090283,16.311650272906157
99865,5011355,3732.326,5837.037,,,22.867,0.4432,21.843000000000004,0.3215,1.9385,-0.8715,150.69395675719758,-26.0360234751937,15.77549014223166
99867,5011356,356.600,5837.247,,,22.723,0.2459,22.174,0.3645,1.8140,2.0600,150.86093378535668,-26.035999557069196,16.403320027823764
99868,92416,1934.554,5837.250,,0.3370,23.044,0.3729,,,1.5680,-2.1780,150.78288184715535,-26.03603012950304,16.014194278355646
99872,5011358,525.117,5837.552,,,22.805,0.4632,21.951999999999998,0.3531,1.7980,-0.6600,150.85259825990673,-26.035991280844144,16.35582131209831
99875,92411,530.361,5837.685,,0.2118,,,22.817,0.4070,1.3510,-0.7390,150.8523388665281,-26.03598552637039,16.355097644179118
99876,5011360,1480.909,5837.703,,,22.857,0.3295,22.508000000000003,0.3162,1.7640,-1.8045,150.8053209622315,-26.036005463589692,16.1118943969516
99877,5011361,1761.506,5837.751,,,22.399,0.2538,22.985,0.6219,1.8050,2.2140,150.7914414992081,-26.03600654277206,16.05176242065026
99879,5011362,4081.840,5837.946,,,22.403,0.2411,22.621000000000002,0.5492,1.9715,3.7550,150.6766684345039,-26.0359736213501,15.760972071161692
99882,5011363,3420.775,5838.094,,,22.195999999999998,0.2058,22.840000000000003,0.6118,1.9730,3.7300,150.70936734254846,-26.035983190460907,15.80664519180145
99884,5011364,4014.397,5838.174,,,23.404999999999998,0.4642,22.189999999999998,0.2516,1.7390,-0.0360,150.68000443868405,-26.0359654725251,15.76545459663426
99885,5011365,2612.611,5838.185,,,22.593,0.3325,22.950000000000003,0.5565,1.7820,-1.9610,150.74934239439685,-26.035988887190904,15.90375190741974
99889,5011368,401.752,5838.586,,,21.987,0.2526,23.118000000000002,0.8182,1.8960,-0.8255,150.85870034194434,-26.035941507663278,16.39779518415267
99897,5011372,3262.516,5838.971,,,22.648,0.3448,22.226999999999997,0.3561,1.8790,-3.1685,150.71719548389615,-26.035946986506556,15.827099558704528
99898,5011373,3802.350,5838.989,,,22.974999999999998,0.3774,22.164,0.2887,1.9590,0.0280,150.69049314554022,-26.035934990731437,15.782235297985048
99909,5011377,3793.431,5839.740,,,23.151999999999997,0.3281,22.738,0.5537,1.8595,3.0040,150.69093433564444,-26.035901837945737,15.787201024974378
99911,5011379,3326.636,5839.862,,,22.035999999999998,0.1935,22.173000000000002,0.3424,1.8165,-0.3990,150.7140238693038,-26.035906313713358,15.82590928267998
99914,5011380,3268.576,5839.944,,,22.529,0.2582,22.738999999999997,0.4466,1.8015,1.6205,150.716895749747,-26.035903643786153,15.83219020022817
99916,92467,1154.150,5840.059,23.552,0.1334,22.991,0.1903,21.982999999999997,0.1585,1.3167,-0.7903,150.8214837270455,-26.035895340698566,16.202732336457473
99924,5011382,2483.869,5840.425,,,22.584,0.3565,22.523000000000003,0.3638,1.7465,-2.0380,150.7557105029004,-26.03588986805587,15.936526138239406
99932,5011385,3089.923,5840.785,,,22.977,0.4803,22.435000000000002,0.4257,1.8935,2.6950,150.7257326526555,-26.035868908623126,15.856461159805033
99934,5011387,728.627,5840.846,,,23.349,0.4808,22.604999999999997,0.4157,1.7915,1.7230,150.8425317516874,-26.035850619460575,16.318079586267277
99935,5011388,1367.328,5840.850,,,22.323,0.2001,22.654000000000003,0.3926,1.7300,0.5070,150.81093908134062,-26.035863920076217,16.1563824501736
99936,5011389,1464.465,5840.880,,,22.185,0.2249,22.296999999999997,0.3689,1.7175,-0.7500,150.80613429884497,-26.035864034721847,16.13431507210736
99941,5011390,3563.284,5841.265,,,22.685,0.3460,22.759,0.3307,1.9110,2.0625,150.70231835236936,-26.03583939913181,15.81294126665171
99945,5011391,1395.680,5841.396,,,23.209,0.5715,22.578000000000003,0.3208,1.6750,2.7940,150.80953666951893,-26.035840092553187,16.153041436669664
99959,251915,408.138,5842.688,,0.3164,22.493,0.3200,23.212000000000003,0.6337,1.5733,-1.4380,150.85838431930594,-26.03575940135287,16.419988884707216
99975,5011397,2822.185,5843.477,,,23.089,0.4710,23.141,0.4967,1.6755,-0.8040,150.73897606824588,-26.035752218328504,15.905451372589651
99978,5011398,3679.858,5843.620,,,24.791,2.3247,23.491,0.6268,1.7890,-2.6000,150.69655220522367,-26.03573214025004,15.817730356389857
99981,5011399,3670.281,5843.937,,,23.09,0.4596,22.525,0.3795,1.8685,-1.0935,150.6970259289789,-26.035718273044544,15.820288756590879
99987,5011402,485.471,5844.371,,,23.055,0.4724,22.775,0.3792,1.8340,-2.5270,150.85455907457083,-26.035687016609334,16.40729400053246
99992,5011404,3062.720,5844.927,,,23.25,0.4543,22.450000000000003,0.3927,1.7860,0.4430,150.7270782807147,-26.035685175623488,15.883934711111827
99993,5011405,759.888,5845.035,,,23.035999999999998,0.2541,22.441000000000003,0.2814,1.5270,-0.9540,150.84098533882332,-26.035665262096337,16.33417485115053
99998,5011406,3744.881,5845.188,,,22.869,0.2758,22.814,0.5231,1.9330,-2.3585,150.6933359581376,-26.03566090609556,15.822295527665387
100018,5011411,458.997,5845.900,,,23.224999999999998,0.4555,22.067,0.3161,1.8415,-1.6970,150.85586852656922,-26.035618246005974,16.423955616385324
100022,5011413,4132.814,5846.153,,,23.104,0.5235,22.509999999999998,0.4165,1.9645,-2.3015,150.67414734263875,-26.03560731682187,15.806630622407864
100028,5011414,360.408,5846.422,,,22.457,0.2403,22.657000000000004,0.4572,1.6855,0.9795,150.860745091702,-26.035591905865527,16.456022988986632
100034,5011417,1840.803,5846.613,,,22.855,0.3843,22.591,0.3411,1.7370,-0.4265,150.78751907155936,-26.035613345051726,16.08787271302816
100043,5011420,1754.920,5846.916,,,22.444,0.2658,22.886000000000003,0.3548,1.7000,-0.4650,150.79176717527537,-26.035599150700744,16.1071284754869
100047,5011421,1191.427,5847.384,,,23.339,0.6471,22.274,0.3233,1.9280,0.4565,150.81963970568773,-26.035570494725196,16.236726169795794
100048,5011422,2002.372,5847.509,,,21.291999999999998,0.1503,20.299,0.0823,1.5470,6.0685,150.77952723546008,-26.035574555368093,16.061635161659822
100049,5011423,3585.888,5847.550,,,23.168,0.5679,23.448999999999998,0.9974,1.8105,-2.8960,150.7012004215229,-26.035559582111514,15.847924277585323
100050,5011424,3162.289,5847.736,,,22.906,0.4553,22.948999999999998,0.3800,1.7910,0.7120,150.7221532550074,-26.03555897085298,15.889172722232031
100052,5011425,367.073,5847.890,,,23.154,0.6140,22.201999999999998,0.3287,1.9060,1.0820,150.86041536232847,-26.035526879193142,16.46265726045233
100053,92678,2873.133,5847.925,,0.2792,23.188,0.5448,22.191000000000003,0.2905,1.4583,0.3820,150.7364560271974,-26.0355540611011,15.924907600510833
100063,5011428,325.247,5848.521,,,22.122,0.2383,23.354,0.4521,1.9875,5.5160,150.8624842088164,-26.035497457893268,16.47882927330903
100070,5011429,273.523,5849.019,,,22.439,0.4064,22.316000000000003,0.4050,1.8595,1.8910,150.86504265079003,-26.035473581072083,16.49732230367004
100072,5011431,3334.944,5849.059,,,22.654,0.3891,22.857,0.5268,1.8245,-3.6265,150.71361310145707,-26.035497415662512,15.879044340630976
100075,5011433,1921.660,5849.191,,,22.354,0.2378,23.064,0.4832,1.6685,1.9915,150.78351955158615,-26.035499339298564,16.08707127649246
100080,5011435,4251.497,5849.583,,,22.764,0.4454,22.549,0.4669,1.9730,2.1010,150.66827695977682,-26.035451093126383,15.822205558287623
100094,5011438,566.588,5850.672,,,22.326,0.3015,22.987000000000002,0.3770,1.6885,-0.6890,150.85054651223749,-26.035409398289715,16.421038520368718
100096,5011439,500.222,5850.774,,,23.581,0.7032,21.875,0.2678,1.8930,4.0875,150.85382921687602,-26.03540288936866,16.440631639848085
100097,5011440,799.691,5850.809,,,22.953,0.3254,22.08,0.3640,1.7085,0.6245,150.83901636655287,-26.035409660714738,16.35735833768831
100101,5011441,1761.253,5850.943,,,22.431,0.2860,22.275,0.3177,1.4285,3.4935,150.79145387964186,-26.035420231475882,16.129554143452967
100103,92707,3889.056,5851.056,23.112,0.0861,22.4,0.2654,21.907000000000004,0.2213,1.2200,-0.8983,150.68620468487103,-26.035396426323942,15.847416032642933
100106,5011443,3368.029,5851.097,,,22.924,0.3990,22.756,0.6880,1.9765,3.9040,150.71197663229898,-26.03540625291733,15.887805029457365
100113,5011445,3232.536,5851.565,,,23.485,0.5300,22.811,0.4586,1.8560,-2.7440,150.71867863550295,-26.03538773322534,15.904116298960352
100116,5011446,1559.636,5851.650,,,22.494999999999997,0.2896,22.659,0.4092,1.6690,-0.8380,150.80142661225295,-26.035386634379737,16.176587916574217
100117,5011447,1425.771,5851.653,,,22.421,0.2430,22.396,0.3988,1.8960,-0.4320,150.8080480804934,-26.03538467878596,16.206564015201124
100119,5011449,970.966,5851.729,,,22.531,0.3033,23.162,0.7309,1.5155,5.2750,150.83054444122845,-26.03537285546732,16.317619208667352
100120,5011450,1142.028,5851.802,,,22.346,0.2451,23.601999999999997,1.1414,1.7260,1.1030,150.82208307320144,-26.035373196305976,16.2748568191147
100122,5011451,2667.961,5851.922,,,22.346,0.2975,22.595,0.3833,1.6945,4.0310,150.74660465415315,-26.035378039747318,15.97652292219045
100137,252113,1792.493,5852.801,,0.2582,22.967,0.4170,23.293999999999997,0.5931,1.6013,-1.1097,150.7899086126694,-26.035337929750277,16.13410459511274
100139,5011454,1037.094,5852.886,,,22.854,0.3347,22.927,0.4194,1.5210,-0.9430,150.8272734757803,-26.035322877857325,16.307505683405125
100150,5011459,4538.449,5853.482,,,27.105999999999998,0.1475,21.225,0.2967,1.8015,4.0330,150.65408342301572,-26.035267685803973,15.83827872794213
100160,5011462,2134.695,5853.939,,,22.701999999999998,0.3105,23.249000000000002,0.7696,1.7335,3.0680,150.7729820069586,-26.03528929664879,16.075025422498832
100169,5011464,1102.569,5854.367,,,22.931,0.3829,22.719,0.3979,1.8985,-0.3305,150.8240348052951,-26.035258413479163,16.299749780096466
100182,5011466,4132.300,5855.336,,,23.259,0.5656,22.131,0.2664,1.7325,1.1350,150.67417308343175,-26.035199201289057,15.860170377964156
100183,5011467,609.730,5855.397,,,22.8,0.3910,22.374000000000002,0.2982,1.7895,-1.0650,150.8484123985154,-26.035200643739635,16.43660343065666
100189,5011469,3709.429,5855.660,,,23.012,0.4212,22.726999999999997,0.3523,1.8165,1.9400,150.69508982791552,-26.035196337354968,15.886033003135406
100193,5011471,1881.326,5855.785,,,23.181,0.4825,22.165,0.3897,1.7550,-1.4935,150.7855145740365,-26.035206002307376,16.133852731720676
100198,5011473,3133.507,5856.025,,,22.644,0.3656,22.671,0.5402,1.6055,0.9545,150.72357705328005,-26.03519098275896,15.941036112370945
100199,5011474,1471.719,5856.060,,,22.622,0.2570,22.552,0.3329,1.7520,-1.2005,150.80577525030427,-26.035189472351117,16.222110330492406
100201,5011475,1346.746,5856.216,,,22.332,0.2256,22.366,0.3918,1.6630,-1.9745,150.8119568728802,-26.035180662163206,16.251683556622442
100202,5011476,3843.833,5856.219,,,22.868,0.3626,22.752000000000002,0.3550,1.5810,1.9970,150.68844173257017,-26.035168152926104,15.880313663769602
100203,5011477,2604.233,5856.246,,,22.569,0.2766,22.668999999999997,0.4698,1.7805,4.1560,150.7497569072476,-26.035186222298353,16.011298228945087
100219,5011480,3592.288,5856.931,,,22.749,0.4062,22.912,0.6075,1.9105,1.4140,150.70088408102202,-26.035142511669523,15.902343278969534
100230,5011482,1082.390,5857.629,,,23.076999999999998,0.2947,22.990000000000002,0.6326,1.6485,4.3670,150.8250328583955,-26.035113025594505,16.323997705417067
100240,5011485,4072.477,5858.111,,,23.442,0.3128,22.741,0.2961,1.5465,3.2955,150.6771322374957,-26.03507768340021,15.87897799763638
100254,5011486,2341.898,5858.878,,,22.602999999999998,0.3584,22.005000000000003,0.3105,1.9325,-1.9740,150.7627329720904,-26.035070005119067,16.06814300801944
100259,5011487,2542.562,5859.064,,,23.023,0.4785,24.118000000000002,1.2313,1.6540,3.3465,150.75280739653263,-26.03506126121273,16.037182590004527
100263,5011488,3361.178,5859.418,,,22.674,0.2842,22.674999999999997,0.4120,1.7170,-0.6260,150.71231567455672,-26.03503655487291,15.93726106220264
100266,5011489,3750.031,5859.567,,,24.352999999999998,1.5154,21.997,0.2774,1.9470,7.0375,150.69308161136547,-26.035021716723925,15.906033853600892
100283,5011492,1687.383,5860.391,,,22.84,0.3844,22.524,0.3186,1.6890,0.7875,150.79510766150787,-26.034999604478575,16.20061944533068
100301,92955,2001.911,5861.278,18.538999999999998,0.0090,18.055,0.0115,17.137999999999998,0.0083,0.7287,-0.1950,150.7795499608225,-26.034962599670724,16.142859411038124
100308,5011494,1433.895,5861.967,,,23.233,0.5498,22.179000000000002,0.2963,1.7640,3.6890,150.8076460685448,-26.03492639972554,16.265472296586903
100312,5011496,1941.763,5862.122,,,23.003999999999998,0.5041,23.096000000000004,0.5350,1.8225,-3.0650,150.782525092594,-26.03492475527037,16.15936448836282
100323,5011501,3033.249,5862.729,,,22.968,0.4804,22.305,0.3403,1.8305,-0.7555,150.7285362767359,-26.03489434932401,15.991999175497249
100331,5011502,4158.869,5863.080,,,22.628,0.3150,22.546999999999997,0.4496,1.6560,-0.8100,150.6728591556154,-26.034854199815356,15.90420909726295
100333,5011503,742.748,5863.143,,,22.764,0.4307,22.298000000000002,0.3170,1.9400,1.9150,150.84183261806103,-26.034860018329805,16.445301928380037
100344,5011505,1641.491,5864.089,,,22.65,0.3308,22.479999999999997,0.3319,1.6555,-0.4450,150.79737760007447,-26.03483475755713,16.232153781232366
100352,5011509,3645.124,5864.594,,,22.453,0.3262,22.667,0.3482,1.8780,1.7770,150.69827081413834,-26.03480076281942,15.943074598402184
100361,5011511,1054.100,5865.222,,,23.421,0.5262,22.657000000000004,0.4056,1.9220,4.0620,150.82643200638137,-26.034774972997543,16.375807154789598
100365,5011512,2832.844,5865.522,,,23.531,0.5997,23.012,0.4876,1.9055,-3.6705,150.73844905267435,-26.034772349593318,16.033684533679875
100379,252414,3708.995,5866.078,23.97,0.2043,,,22.808999999999997,0.5524,1.2645,-0.9475,150.69511157112748,-26.03473332740953,15.947013117509373
100383,5011514,1815.293,5866.338,,,23.08,0.4411,23.209000000000003,0.6889,1.7230,-3.6540,150.78878071503297,-26.034736478367943,16.209249678413812
100390,5011515,2493.151,5866.855,,,22.933,0.5422,22.271,0.3470,1.9800,1.4860,150.75525147351854,-26.03471517623306,16.090693201301303
100393,5011516,343.023,5866.984,,,22.663999999999998,0.3248,22.734,0.6203,1.9360,2.7280,150.86160426164014,-26.03467747301156,16.581847441544152
100398,5011518,1022.828,5867.152,,,22.221999999999998,0.2263,22.524,0.3976,1.5830,0.5415,150.8279787820824,-26.03468853067153,16.395090764595004
100405,5011520,2437.707,5867.580,,,22.756999999999998,0.3259,22.766,0.4085,1.8605,-3.4695,150.75799393036604,-26.03468310765582,16.10373833227559
100407,5011521,2475.186,5867.648,,,23.169,0.5164,22.584000000000003,0.4465,1.8115,-1.0220,150.7561400881139,-26.03467998733099,16.098183116092827
