,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec,rgc
65396,217357,614.878,3336.147,22.977999999999998,0.0844,22.367,0.1072,21.967,0.1593,0.8710,-0.8433,150.84823775831066,-26.147167211349586,1.9886928399302055
65400,59980,1046.666,3336.261,21.803,0.0325,21.306,0.0487,21.412999999999997,0.1008,0.8683,-0.3717,150.82685945940185,-26.147172888894573,1.6668194346668248
65402,217388,3276.622,3336.291,19.825,0.0109,18.989,0.0126,18.793,0.0171,0.8780,-0.0700,150.71645176011097,-26.147176815025215,1.7829397298381835
65407,60048,1516.484,3336.443,22.492,0.0565,22.029,0.0816,22.231,0.2046,0.8687,-1.6203,150.80359823516054,-26.147172905968066,1.4007221508047676
65410,217449,3600.370,3336.534,18.198,0.0069,17.645,0.0085,17.459000000000003,0.0154,1.2430,-0.0980,150.70042263884696,-26.14715978232953,2.035237897761751
65413,217355,583.806,3336.565,22.253,0.0472,21.941,0.0935,21.990000000000002,0.1912,1.0080,-1.4017,150.8497761526637,-26.147147738721493,2.0157074868951748
65423,217428,2222.124,3336.688,19.854,0.0115,19.022,0.0141,18.851,0.0200,0.9497,-0.7957,150.7686611795808,-26.14716717269978,1.2812147164701952
65426,5006627,4368.238,3336.756,,,23.076,0.1711,21.756999999999998,0.3129,1.3675,-2.2030,150.66240468847832,-26.147128039692323,2.7085105039737005
65433,5004448,2633.669,3336.872,,0.2232,29.308999999999997,0.1305,,,0.0265,-4.0180,150.74828510912684,-26.147158111056036,1.3989245449058296
65437,217450,3741.056,3336.933,20.730999999999998,0.0167,20.125,0.0189,20.082,0.0411,0.8197,-0.4913,150.69345713139137,-26.14713878764474,2.152934368088665
65440,217416,1483.441,3336.965,20.568,0.0151,20.037,0.0204,20.009999999999998,0.0384,0.8273,0.0340,150.80523422388248,-26.147149258000915,1.4185526750724842
65442,217407,383.174,3336.996,22.296,0.0453,21.614,0.0742,21.398000000000003,0.1128,0.8927,-0.0827,150.85970963691338,-26.147122411626558,2.184372385700305
65444,217417,1491.893,3337.001,20.955,0.0181,20.364,0.0238,20.362000000000002,0.0474,0.7023,0.1200,150.8048157552245,-26.14714777434613,1.4148959035591704
65447,217356,601.647,3337.056,23.56,0.1518,22.749,0.1850,,,0.8465,-2.7760,150.84889281013778,-26.147126432339288,2.0035030021217874
65450,217431,2460.236,3337.136,,0.2640,22.298,0.1209,22.401000000000003,0.2922,0.4877,5.6227,150.7568719786532,-26.147147099665105,1.3355597384948381
65451,217441,3026.223,3337.204,20.434,0.0147,19.781,0.0226,19.729,0.0312,0.9997,0.2203,150.72884931372585,-26.147139841274097,1.6137323772025913
65452,217430,2306.395,3337.210,19.665,0.0117,18.965999999999998,0.0146,18.814,0.0232,1.0753,-0.3820,150.76448882432226,-26.1471440251013,1.2972675298902208
65453,60064,2828.254,3337.224,,0.1098,28.391,0.2492,22.822000000000003,0.3974,0.4743,4.1643,150.7386509847687,-26.14714105062933,1.4960746626772659
65460,217429,2242.555,3337.344,19.631999999999998,0.0113,18.694,0.0114,18.576,0.0162,1.0150,-1.0980,150.767649616266,-26.14713804088636,1.2875340529366601
65462,60087,1546.079,3337.438,23.262,0.1073,22.682,0.1472,22.717,0.3343,0.8423,-2.4367,150.80213293860788,-26.147129069295882,1.3937313361023167
65469,217411,975.120,3337.528,20.657,0.0162,20.183,0.0276,20.027,0.0363,0.9367,-1.1780,150.83040174965956,-26.147115015643166,1.7226091564987824
65471,217463,833.582,3337.545,22.365,0.0526,21.785,0.0865,21.965000000000003,0.1433,0.8970,0.3397,150.8374094478895,-26.147110914454174,1.8252914476984003
65483,217481,2990.140,3337.794,19.291999999999998,0.0092,18.584,0.0135,18.447000000000003,0.0143,1.0430,-0.5597,150.7306358317099,-26.147114050926167,1.5932603823171068
65487,5006628,3311.227,3337.902,,,24.445,0.5526,22.096000000000004,0.2821,1.1300,-3.1805,150.7147384579564,-26.147104633519515,1.813767747167555
65489,5006629,3280.597,3337.907,,,22.833,0.1128,22.527,0.3946,1.0470,4.1655,150.71625498318596,-26.14710492705999,1.7912483310788272
65492,217485,3673.164,3337.950,21.16,0.0220,20.474,0.0239,20.343000000000004,0.0499,0.8280,-0.5333,150.69681856438007,-26.14709520336106,2.0988676977859564
65496,217469,1582.939,3338.076,20.937,0.0190,20.279999999999998,0.0286,20.037,0.0399,0.8930,-0.9590,150.8003079497201,-26.14710117319944,1.3824280275294292
65502,5006630,2103.710,3338.182,,,22.404,0.1506,21.743000000000002,0.1773,1.2145,-0.1870,150.7745239889325,-26.147100495966868,1.2813927208353832
65522,217506,1549.926,3338.637,22.098,0.0408,21.737,0.0681,21.290999999999997,0.0951,0.8093,-0.8610,150.8019424523181,-26.14707582944542,1.3990260008192559
65525,217482,3324.468,3338.673,22.743,0.0721,22.372999999999998,0.0911,22.512999999999998,0.2780,0.8563,-2.9430,150.71408289631586,-26.14707013899243,1.826114709851984
65531,217501,1165.375,3338.845,20.012,0.0123,19.008,0.0134,18.411,0.0133,0.8500,-0.8697,150.82098198861058,-26.147060445347673,1.602971151948965
65532,217511,2198.404,3338.859,20.576999999999998,0.0164,20.367,0.0312,20.423000000000002,0.0657,1.0100,0.2077,150.76983558018935,-26.147070647385593,1.290836683034709
65535,60131,2075.818,3338.928,22.842,0.0778,21.931,0.1007,22.029000000000003,0.1856,0.9710,-0.7127,150.77590495032578,-26.14706724069587,1.2855103770020906
65543,217543,1099.284,3339.116,22.223,0.0452,21.544,0.0569,21.457,0.1197,0.8787,-1.4197,150.82425421879853,-26.14704709368089,1.646631325579781
65544,60221,1345.061,3339.125,23.724,0.1750,23.843999999999998,0.3706,22.817,0.2906,0.9207,-0.4247,150.8120855351054,-26.14705118124167,1.4998027539001273
65546,217798,4398.974,3339.158,21.879,0.0337,21.218,0.1073,19.051000000000002,0.0585,1.2863,-1.9260,150.66088301330086,-26.147020200954223,2.7410070436450837
65547,217618,4498.863,3339.263,23.862,0.2043,24.24,0.3265,21.825000000000003,0.5708,1.5810,-0.5367,150.6559374186632,-26.147011903088586,2.8336957198179284
65553,59926,1396.533,3339.396,19.62,0.0111,18.811999999999998,0.0138,18.609,0.0163,0.9993,-0.1333,150.80953709585313,-26.14703994713856,1.474391605116554
65562,5006633,872.823,3339.518,,,22.801,0.1583,22.396,0.2491,0.9930,-1.5990,150.83546653085196,-26.147024187169357,1.8059133122924866
65568,5006634,2834.468,3339.651,,,22.57,0.2078,22.58,0.3418,1.4015,0.4900,150.73834334692893,-26.147033128196842,1.5100170678041012
65573,217523,3856.342,3339.782,22.433,0.0543,21.803,0.0646,21.25,0.0937,0.8553,0.0963,150.68774928094672,-26.14700924327254,2.2578824728597686
65574,60170,3499.460,3339.846,23.996,0.0710,22.673,0.1466,22.252000000000002,0.2607,0.8507,-0.2683,150.70541887972203,-26.14701471538644,1.9637743004750057
65580,5006636,1964.516,3339.918,,,22.535,0.2104,23.107,0.5086,1.2895,1.3325,150.78141563061436,-26.14702271168195,1.2971630662557665
65583,217232,1409.688,3339.987,19.637999999999998,0.0101,18.971,0.0124,18.862000000000002,0.0171,0.8523,-0.8990,150.80888576762172,-26.147013880388084,1.4710716938271942
65587,217651,3409.489,3340.035,22.381,0.0504,22.162,0.0801,22.334000000000003,0.2754,0.8603,-0.1807,150.70987344284092,-26.147008071804546,1.8945432954532515
65596,217568,4122.142,3340.127,22.669999999999998,0.0645,21.977999999999998,0.0586,21.609,0.1507,0.8600,-2.0063,150.6745892689174,-26.14698631534825,2.4914383814261365
65597,217566,3844.857,3340.134,23.23,0.0944,22.333,0.1001,22.351,0.2957,0.8530,-1.1273,150.68831792522238,-26.146993900050067,2.248897011949538
65598,60264,1990.087,3340.135,20.629,0.0168,19.968999999999998,0.0211,19.826999999999998,0.0356,0.8770,-0.4310,150.7801495810191,-26.147013207327305,1.2961506823281812
65600,217564,3422.784,3340.217,23.018,0.0918,22.968,0.1906,22.660000000000004,0.3410,0.9223,-0.8547,150.70921519721182,-26.14699973200102,1.9052897842531453
65611,60241,3482.449,3340.644,23.299,0.0883,22.419,0.1122,22.098,0.1818,0.9360,-0.7193,150.70626113000566,-26.146979591329924,1.9528066622784057
65615,60261,1703.670,3340.744,23.044,0.0944,22.456,0.1512,22.293,0.3442,1.0560,0.2397,150.7943303924085,-26.14698393932261,1.355624639836161
65617,217612,3722.260,3340.810,22.582,0.0617,22.221999999999998,0.0795,21.518,0.1306,0.8973,-1.9050,150.69438784559836,-26.146966931778135,2.1471247450984072
65623,217613,3769.498,3340.981,20.595,0.0161,19.874,0.0179,19.692,0.0304,0.8547,-1.0663,150.69204904927489,-26.146958176634683,2.1870917992946226
65625,217592,1886.297,3341.020,21.172,0.0217,20.569,0.0296,20.389000000000003,0.0516,0.8103,-0.5130,150.7852883305792,-26.146973236689195,1.314006334157383
65628,217584,1056.205,3341.199,22.209,0.0440,21.796,0.0780,21.590000000000003,0.1362,0.9247,-0.4557,150.82638705700634,-26.146953624090884,1.6858897848019205
65630,60206,4051.970,3341.227,23.366,0.1209,23.735,0.2434,22.407000000000004,0.3427,0.8170,-2.9860,150.6780635898134,-26.146939547679814,2.4314365413426753
65641,217614,3983.951,3341.501,20.626,0.0151,19.884999999999998,0.0165,19.808,0.0327,0.7730,-0.7540,150.68143128514905,-26.146929346452588,2.3722985605580664
65660,60223,1556.006,3341.734,22.93,0.0850,22.674,0.1234,22.917,0.3688,0.7737,-0.9670,150.80164138129473,-26.146938262003975,1.4143628370761052
65669,217632,1969.562,3341.924,21.182,0.0221,20.531,0.0271,20.519,0.0503,0.7797,0.1083,150.78116578507445,-26.146933584651183,1.3084308468354442
65670,217655,3896.984,3341.932,20.777,0.0179,20.073,0.0194,19.910000000000004,0.0360,0.8513,-0.9643,150.68573711899776,-26.146912603995307,2.2978856914472128
65671,217658,4013.683,3341.933,23.258,0.1123,22.849999999999998,0.1500,22.273000000000003,0.2316,0.9027,-4.1447,150.6799592390291,-26.14690929213648,2.3992807602737556
65674,60227,1833.939,3341.943,21.871,0.0350,21.285,0.0466,21.11,0.0874,0.8450,-0.5077,150.78788062333487,-26.14693182379042,1.329172626352728
65687,217657,3989.393,3342.244,20.891,0.0186,20.166999999999998,0.0195,20.0,0.0376,0.7880,-0.5203,150.68116187010722,-26.14689616901055,2.3787141395718088
65688,217624,1093.685,3342.246,22.082,0.0363,21.455,0.0562,21.036,0.0817,0.8720,-0.8400,150.82453136001385,-26.146907868505686,1.6666492442327614
65693,217754,382.741,3342.273,22.911,0.0853,22.604,0.1429,22.476,0.1594,0.9417,0.1180,150.85973088436293,-26.146887864560597,2.20752263459974
65698,217656,3977.679,3342.348,19.911,0.0100,19.608999999999998,0.0146,19.558999999999997,0.0285,0.7923,-0.7783,150.6817418447188,-26.14689188036037,2.368728387281659
65708,60157,2164.548,3342.506,19.312,0.0100,18.599999999999998,0.0110,18.487000000000002,0.0170,0.9803,-1.0213,150.77151181937955,-26.1469084900116,1.3087672648797914
65713,60333,1738.555,3342.636,22.692,0.0699,21.593,0.0693,21.831000000000003,0.1765,0.9367,-0.8857,150.79260317848644,-26.14690019281631,1.3564953254355199
65716,217686,2131.319,3342.718,17.96,0.0071,17.253,0.0087,17.185000000000002,0.0108,1.1617,-0.4973,150.77315702150307,-26.14689898170758,1.3082643574386315
65719,217676,1541.555,3342.750,21.114,0.0206,20.514,0.0277,20.389000000000003,0.0461,0.7647,-0.5717,150.8023568509061,-26.14689292248388,1.4261850108979366
65729,60376,3170.212,3343.034,21.556,0.0287,20.831,0.0378,20.92,0.0751,0.8650,0.2520,150.72172035102636,-26.146878787450934,1.7310346844418592
65734,217448,3572.331,3343.090,21.015,0.0196,20.384999999999998,0.0254,20.168,0.0440,0.8857,-0.8747,150.70181103786967,-26.14686901469167,2.0310132123384257
65737,217671,988.589,3343.207,20.266,0.0138,19.727,0.0198,19.661,0.0288,0.8880,-1.1163,150.82973474436807,-26.14686291651567,1.7420592921490599
65738,5006637,1206.453,3343.210,,,22.799,0.1522,22.560000000000002,0.3169,1.0300,-1.5345,150.81894808250186,-26.14686722067324,1.6011387982289382
65750,217745,3947.656,3343.464,22.762999999999998,0.0731,22.532999999999998,0.0940,21.945,0.1881,0.8263,-0.5497,150.6832283467751,-26.146843124740148,2.3451953244289188
65755,217672,1032.477,3343.528,20.605,0.0161,19.924,0.0231,19.825000000000003,0.0347,0.9360,-1.3107,150.82756179881366,-26.146849608388475,1.7138181650462754
65757,60296,1112.080,3343.570,21.581,0.0291,20.957,0.0414,20.775,0.0685,0.9140,-0.3723,150.82362057537804,-26.146849397096602,1.6617137614675288
65765,60316,3235.138,3343.766,23.588,0.1423,22.555,0.2159,22.587000000000003,0.2962,1.1503,0.4097,150.7185058117896,-26.146845263336154,1.7787192696542724
65774,60263,1870.818,3343.928,21.09,0.0210,20.523,0.0286,20.378,0.0468,0.8413,-1.1633,150.78605468894136,-26.146843881585227,1.3337852570311939
65782,60311,2827.481,3344.042,,0.1486,28.230999999999998,0.1631,22.164,0.2027,0.3897,4.7930,150.7386893245499,-26.1468380353329,1.5255282695066497
65789,217712,1060.271,3344.176,22.171,0.0435,22.088,0.0914,22.055999999999997,0.2008,0.8770,-1.3903,150.82618567556133,-26.14682139857702,1.6986342929716212
65792,217713,1099.525,3344.196,22.8,0.0746,22.203,0.0895,22.192,0.2297,0.8873,-0.4110,150.8242421715743,-26.14682132092702,1.6730842416575344
65794,5006638,3792.593,3344.231,,,23.776999999999997,0.2419,22.258000000000003,0.3054,1.0445,-1.4650,150.69090568406128,-26.14681315380463,2.214739757829806
65818,217766,1238.245,3344.538,22.636,0.0649,22.177,0.0884,22.277,0.2162,0.8433,-0.6127,150.81737400224097,-26.146808778856144,1.589473968055862
65819,60295,1090.220,3344.538,22.322,0.0475,21.737,0.0722,21.912,0.1651,0.9317,-1.0670,150.8247028633337,-26.14680593099288,1.6809014169384726
65830,217760,689.080,3344.766,20.054,0.0125,19.418,0.0175,19.357999999999997,0.0258,0.9057,-0.4787,150.84456367570866,-26.146786215964273,1.9700089548141562
65831,60299,1351.828,3344.781,22.743,0.0696,22.146,0.0947,22.237000000000002,0.2744,0.8780,-2.8417,150.8117503923927,-26.14679991264441,1.5276202847800784
65842,217777,1783.368,3345.003,19.733999999999998,0.0120,18.605999999999998,0.0117,18.067,0.0112,0.9437,-1.3833,150.79038441709667,-26.146795402411545,1.358641878157582
65843,60282,3309.456,3345.023,21.653,0.0296,21.660999999999998,0.0552,21.366999999999997,0.1148,0.8437,-0.2763,150.71482627749486,-26.146788175005856,1.8362123462609352
65844,5006640,665.011,3345.024,,,17.708,0.0130,17.466,0.0217,1.4215,-0.4845,150.84575534595083,-26.146774087788234,1.989984133600506
65845,217765,1210.862,3345.030,22.222,0.0455,21.689,0.0593,21.585,0.1205,0.8290,-1.0607,150.818729751114,-26.14678641333093,1.6083090718232806
65847,60324,816.322,3345.066,23.794999999999998,0.1587,22.739,0.1598,23.278,0.5012,0.9723,-2.7357,150.83826379841798,-26.14677621688364,1.8747684363761554
65851,217787,3334.076,3345.157,21.147,0.0218,20.573999999999998,0.0246,20.314999999999998,0.0453,0.7740,-0.4060,150.71360732005888,-26.14678179412237,1.8546200849769856
65865,217770,1341.837,3345.408,20.457,0.0144,19.769,0.0186,19.646,0.0259,0.8173,-0.8323,150.8122450452367,-26.146771884646,1.5363955428777116
65875,217839,3513.141,3345.615,18.855999999999998,0.0071,18.433999999999997,0.0091,18.433999999999997,0.0149,0.9253,-0.5863,150.70474165085668,-26.146758036447842,1.9917104601467175
65876,5006641,4375.706,3345.626,,,23.301,0.1895,22.4,0.5757,1.3040,2.3665,150.66203528720737,-26.146733556349837,2.7311722644017586
65881,217815,896.981,3345.762,20.498,0.0153,19.933999999999997,0.0237,19.789,0.0316,0.9240,-0.9697,150.83427027796563,-26.14674725525335,1.8193594518368656
65885,217856,1451.688,3345.806,22.686,0.0595,21.862,0.1149,21.796999999999997,0.1742,0.7600,-1.2793,150.8068062093491,-26.146755876880754,1.483562097646515
65907,217835,3163.420,3346.191,21.232,0.0230,20.61,0.0299,20.584000000000003,0.0576,0.8597,-0.2380,150.72205668117783,-26.146738575905594,1.7380019292746265
65913,217816,1603.023,3346.358,20.291999999999998,0.0134,19.558,0.0175,19.444000000000003,0.0262,0.8797,0.1113,150.7993134594246,-26.146733325044593,1.4227098723322127
65924,217863,2008.547,3346.626,19.186,0.0083,18.201,0.0096,17.950000000000003,0.0121,0.9397,-0.7900,150.77923557040447,-26.146724812702907,1.3327678596876327
65927,60419,1044.055,3346.657,22.94,0.0856,22.323999999999998,0.0962,22.356,0.4020,0.8677,-1.4050,150.82698848658922,-26.14671078923803,1.72226379289753
65933,60504,1020.386,3346.858,22.479,0.0560,22.172,0.1023,22.121000000000002,0.2504,0.8880,0.2590,150.82816035562544,-26.146701347661196,1.7391267779831965
65939,5006642,4204.327,3346.972,,,23.576999999999998,0.2555,21.991999999999997,0.2548,0.9595,-2.7015,150.67052045535164,-26.146679503286002,2.5788336870842925
65947,217872,3901.811,3347.129,21.402,0.0257,20.683,0.0253,20.53,0.0575,0.8240,-0.9040,150.68549828637097,-26.146681495859752,2.3144364282830607
65962,60508,1449.067,3347.332,20.393,0.0144,19.752,0.0175,19.692,0.0276,0.7493,-0.3377,150.80693595308253,-26.146688016944733,1.4934542030553224
65972,217891,1592.318,3347.528,19.872,0.0114,19.195,0.0155,19.087000000000003,0.0207,0.9073,0.2120,150.7998434586596,-26.146681197628965,1.4335375736278289
65973,217869,3402.553,3347.577,20.251,0.0137,19.59,0.0190,19.326,0.0263,0.9510,0.2973,150.7102170081381,-26.14667300167473,1.9132852968295344
65977,60426,2199.577,3347.605,19.377,0.0096,18.845,0.0137,18.786,0.0200,1.0160,-0.5297,150.76977748692042,-26.14668193830303,1.3404504005329039
65979,217849,699.773,3347.707,22.974,0.0901,22.389,0.1142,22.271,0.3091,1.0320,-1.0350,150.84403416670526,-26.146655795723603,1.9756570522391714
65985,217893,1954.489,3347.862,22.396,0.0544,21.877,0.0836,21.843000000000004,0.1315,0.9293,0.1673,150.78191202651288,-26.146669587079888,1.3448419953239303
65992,5006644,1311.358,3347.972,,,22.308,0.1057,21.703000000000003,0.1459,0.8835,-0.0790,150.81375404209652,-26.14665742649971,1.5670047781464913
65997,60418,972.682,3348.209,23.582,0.1327,23.409,0.2126,22.262,0.2409,0.8587,-1.8057,150.8305221902258,-26.146640250088147,1.7785215151140583
66004,60445,1141.078,3348.313,22.3,0.0499,22.206,0.0888,22.878,0.6995,0.9003,-0.0380,150.8221847521704,-26.14663917357836,1.668476263601839
66006,217871,3862.205,3348.381,23.377,0.1216,23.364,0.1864,22.598999999999997,0.2679,0.8770,-0.1513,150.687459250931,-26.146626911219418,2.2838495098472937
66007,217904,3225.933,3348.386,20.244,0.0122,19.409,0.0130,19.17,0.0227,0.8057,-0.5480,150.71896164108784,-26.146640074880846,1.7887084153683324
66016,217928,1362.738,3348.652,22.239,0.0480,21.771,0.0728,21.485999999999997,0.1151,0.8670,-0.1523,150.81121015914786,-26.14662804250975,1.5435135114002712
66017,59865,645.241,3348.690,16.387,0.0058,15.542,0.0100,15.32,0.0047,1.6693,-0.8790,150.84673406215435,-26.146610603922937,2.022638632991602
66019,217258,4256.808,3348.722,15.712,0.0060,15.216999999999999,0.0078,15.203,0.0122,2.2563,-0.2460,150.66792214186293,-26.146600011775224,2.629387178176754
66032,217954,4365.506,3348.933,23.255,0.1152,23.072,0.1561,,,0.6665,-0.4600,150.66254042644997,-26.14658693607785,2.728010564206838
66036,60505,1063.940,3348.987,21.932,0.0357,21.529999999999998,0.0607,21.496000000000002,0.1300,0.9437,-0.3610,150.8260039076342,-26.146607653407745,1.721290536802433
66048,217923,1147.489,3349.253,20.951,0.0181,20.487,0.0275,20.347,0.0493,0.8287,-0.1693,150.82186731737866,-26.146597521326772,1.6694996165941651
66050,217931,1691.807,3349.317,21.916,0.0367,21.480999999999998,0.0521,21.365000000000002,0.1012,0.7937,-0.3880,150.79491764383081,-26.146602796034884,1.4095230711629316
66051,217922,1122.016,3349.328,22.908,0.0828,22.255,0.0922,22.153,0.2074,0.7980,-1.5777,150.82312850628264,-26.14659368521379,1.6858088868831693
66057,5006645,3888.461,3349.419,,,22.413999999999998,0.2071,22.83,0.5562,1.4440,-2.4505,150.68615932505978,-26.146580078355456,2.308663690185547
66061,217992,3831.093,3349.534,20.285,0.0142,19.505,0.0168,19.304000000000002,0.0244,0.9473,0.1393,150.68899966592227,-26.14657648067583,2.2605469764764563
