,ID,X,Y,K,K_err,J,J_err,H,H_err,chi,sharp,ra,dec
21170,295823,3731.700,8415.416,20.007,0.1026,20.887999999999998,0.0204,20.2045,0.0612,1.5463,0.0317,16.14487443485786,2.0991684013652754
21172,295812,3225.990,8415.468,20.508,0.1756,21.128,0.0269,20.5235,0.0916,1.9017,-1.3140,16.167365454826708,2.099171456851348
21173,295810,1049.773,8415.528,20.862000000000002,0.1985,21.372999999999998,0.0437,21.240499999999997,0.1356,1.8607,-1.1490,16.26415090168248,2.09917363917902
21174,130538,3234.331,8415.696,21.490000000000002,0.3812,22.656,0.0555,22.7685,0.4851,1.6753,-1.8847,16.16699449561032,2.0991815804764804
21175,130539,4149.659,8415.802,21.481,0.4516,22.701,0.0526,22.3955,0.3635,1.7847,-1.5930,16.126286079079094,2.099184697679856
21176,295818,2183.505,8415.807,19.499,0.0905,20.299999999999997,0.0263,19.705499999999997,0.0565,1.9513,0.1093,16.213729116022368,2.099187038194279
21182,295820,3385.012,8416.156,20.386,0.1460,21.242999999999995,0.0275,20.6895,0.0955,1.7520,-1.2033,16.16029308473081,2.0992018352287247
21183,295827,3069.406,8416.217,21.307,0.2817,21.985999999999997,0.0585,21.4255,0.1594,1.8733,-1.4107,16.174329396591023,2.0992049105358377
21188,295825,812.982,8416.527,20.225,0.1237,20.933999999999997,0.0353,20.423499999999997,0.0774,1.7630,-0.0693,16.27468197742397,2.099217625221093
21190,295828,3292.460,8416.589,20.88,0.1905,21.283,0.0271,20.947499999999998,0.1174,1.7053,-1.6050,16.1644092562174,2.099221199423058
21191,130512,2791.274,8416.591,21.153,0.2574,21.729,0.0543,21.5125,0.1887,1.6840,-0.0027,16.18669908701954,2.0992217493010155
21192,295822,3572.852,8416.605,20.137,0.1280,20.808999999999997,0.0232,20.1865,0.0658,1.7597,0.0013,16.151939060347146,2.0992215141592774
21196,295830,3545.905,8416.798,21.271,0.3733,21.808,0.0387,21.1005,0.1359,1.8187,-2.2463,16.15313750477152,2.09923013429989
21199,295826,1958.228,8416.958,20.788,0.1835,21.483999999999995,0.0486,20.9975,0.1098,1.6947,-1.2003,16.223748126584145,2.0992381242856033
21200,295829,3520.165,8416.962,19.356,0.0662,20.137,0.0136,19.4495,0.0388,1.5320,-0.3940,16.154282269004565,2.0992374628023116
21202,295836,2854.698,8417.217,20.34,0.1375,21.016999999999996,0.0342,20.563499999999998,0.0931,1.8307,-0.6500,16.183878356435066,2.099249530591448
21207,295834,1808.203,8417.679,20.529,0.1580,20.954,0.0372,20.508499999999998,0.0755,1.7367,-0.2470,16.230420365729703,2.099270086901126
21210,295837,2883.574,8417.746,18.432,0.0378,19.399,0.0163,18.586499999999997,0.0259,1.6760,-0.4170,16.182594119767256,2.0992730213287967
21216,295840,1074.814,8418.121,21.297,0.2698,20.903,0.0330,20.8295,0.1032,1.7857,-0.1620,16.26303722855204,2.0992889226190408
21217,295838,3425.093,8418.170,20.589,0.1719,21.323,0.0290,20.7805,0.1033,1.7903,-1.4757,16.158510513616157,2.0992912906109122
21219,295844,2298.574,8418.587,19.682,0.0944,20.534999999999997,0.0353,19.8675,0.0729,2.1210,0.0533,16.20861151636336,2.0993106037592355
21220,295848,3626.431,8418.664,18.428,0.0400,19.384999999999998,0.0140,18.583499999999997,0.0220,1.6340,-0.8660,16.149556177222756,2.09931293773149
21224,130596,3098.088,8418.937,21.22,0.2770,21.966,0.0471,21.511499999999998,0.1713,1.8433,-0.4157,16.173053785989286,2.0993257709160513
21225,295847,3320.193,8419.015,20.323,0.1340,21.217999999999996,0.0266,20.6025,0.0876,1.6933,-0.6567,16.163175851513206,2.099328986311887
21226,295842,2091.298,8419.084,19.067,0.0513,19.940999999999995,0.0188,19.237499999999997,0.0337,1.5273,-0.2143,16.217829947775723,2.099332661352405
21229,295841,1933.548,8419.387,15.3,0.0114,16.317999999999998,0.0094,15.499500000000001,0.0092,2.5343,-0.1543,16.2248457504558,2.0993460678313953
21232,295846,2790.711,8419.428,20.858,0.1930,21.442999999999998,0.0505,20.6635,0.0883,1.6020,-0.2637,16.186724124374074,2.0993478379082617
21233,295845,2784.980,8419.527,20.16,0.1060,20.808,0.0298,20.278499999999998,0.0663,1.5873,0.3610,16.186979005849928,2.0993522413184693
21239,295852,1853.177,8419.863,19.651,0.0808,20.192,0.0226,19.7315,0.0472,1.6710,0.3160,16.22842018521453,2.099367180558594
21242,295853,2554.383,8419.973,20.063,0.1185,20.955999999999996,0.0361,20.4055,0.0882,1.9403,-1.9780,16.197234619042405,2.099372167097039
21245,130620,3262.490,8420.127,21.865000000000002,0.5455,22.476,0.0523,22.2275,0.3138,1.7750,-1.1903,16.16574214276693,2.0993784795504578
21248,295863,3528.253,8420.556,19.382,0.0657,20.104,0.0150,19.458499999999997,0.0351,1.5037,-0.3480,16.153922556934315,2.0993971829192586
21252,295864,4158.018,8420.693,21.403,0.3531,21.714,0.0255,21.1865,0.1383,1.8177,-0.0057,16.125914309424545,2.099402054744917
21254,295860,2476.282,8421.112,19.268,0.0723,19.900999999999996,0.0216,19.2775,0.0375,1.8027,-0.5320,16.200708097267054,2.099422808944603
21257,295862,3374.252,8421.333,20.753,0.2061,21.281,0.0232,21.080499999999997,0.1321,1.8233,-1.4283,16.160771620089935,2.09943193741123
21258,130490,979.140,8421.441,21.11,0.2370,22.363,0.0866,22.1755,0.3165,1.9333,-0.0443,16.267292252790114,2.0994363217691476
21263,130638,2705.841,8421.621,16.501,0.0167,18.105999999999995,0.0117,17.1345,0.0143,1.9420,0.1443,16.19049864717399,2.09944535067482
21264,295870,1505.472,8421.724,20.44,0.1410,21.265,0.0394,20.9275,0.1250,1.8540,0.0980,16.243884080529885,2.0994496123609365
21266,295873,4061.148,8421.820,19.068,0.0569,20.019999999999996,0.0153,19.2915,0.0334,1.5793,-0.2030,16.130222513354415,2.0994523631661544
21271,295872,2914.244,8422.437,19.592,0.0708,20.214999999999996,0.0239,19.621499999999997,0.0475,1.5187,0.2513,16.181230093447574,2.0994814865109386
21273,295877,1962.923,8422.537,20.495,0.1455,21.052999999999997,0.0353,20.3955,0.0789,1.7350,-1.2593,16.22353932263359,2.0994860807231595
21276,295881,3119.501,8422.949,17.779,0.0252,18.878,0.0111,18.0325,0.0164,1.5270,-0.3557,16.17210145675684,2.099504059616838
21280,295880,2944.849,8423.092,20.876,0.2158,21.335,0.0458,20.8235,0.1010,1.8123,-2.0610,16.179868960664376,2.099510573667376
21281,295882,3969.733,8423.143,20.455000000000002,0.1567,21.183999999999997,0.0246,20.5685,0.0953,1.8393,-0.4553,16.134288111723194,2.0995113594030754
21282,295879,2755.187,8423.194,19.493000000000002,0.0721,19.931999999999995,0.0205,19.6755,0.0416,1.6070,0.0250,16.188304023218016,2.0995152354655167
21285,295890,2779.405,8423.565,19.461000000000002,0.0734,20.330999999999996,0.0221,19.7095,0.0489,1.6707,0.0757,16.187226947176775,2.0995317103983036
21289,295887,2193.807,8423.609,18.355,0.0391,19.162,0.0137,18.4885,0.0271,1.7407,0.1923,16.213270944111024,2.0995337936940306
21290,295891,2902.929,8423.739,20.338,0.1431,21.036,0.0378,20.3795,0.0785,1.8670,0.2327,16.1817333178955,2.0995393613923654
21293,295893,3183.489,8423.956,19.349,0.0697,20.294999999999995,0.0182,19.572499999999998,0.0414,1.6433,-1.0303,16.169255642373265,2.099548747214281
21294,295886,1005.974,8423.976,20.395,0.1556,21.18,0.0417,20.3595,0.0724,1.8443,-1.0713,16.266098837588395,2.099549032643218
21298,295894,3396.845,8424.145,19.636,0.0818,20.661,0.0214,20.0655,0.0656,1.7017,-0.7257,16.15976681180777,2.099556883939548
21299,5001587,3691.748,8424.170,21.75,0.7010,22.754999999999995,0.0602,22.7655,0.5173,1.9203,-2.2183,16.146651250960314,2.099557536482458
21300,295888,2408.161,8424.209,18.427,0.0435,18.531999999999996,0.0132,18.394499999999997,0.0292,2.0110,0.0580,16.20373772311937,2.0995604637568386
21301,295895,3732.572,8424.276,21.095,0.2513,21.789,0.0307,21.3435,0.1514,1.7487,-0.4767,16.144835638479666,2.0995621754268035
21302,130696,3658.385,8424.288,22.745,1.1063,22.601,0.0532,22.0135,0.2542,1.6330,-0.9370,16.148135041604768,2.0995628382907796
21306,130695,3545.244,8424.622,22.224,0.6202,22.086,0.0392,21.4135,0.1556,1.7533,-3.1133,16.15316689073065,2.099577866811157
21310,295897,1066.575,8424.757,20.898,0.1980,21.342,0.0416,20.7095,0.0932,1.7413,0.2917,16.26340366086341,2.099583841433183
21311,295905,2980.762,8424.807,20.255,0.1220,21.031999999999996,0.0366,20.348499999999998,0.0709,1.5943,-0.3793,16.178271758076004,2.099586766058955
21315,295906,3112.542,8424.953,19.753,0.0806,20.311,0.0205,19.8295,0.0442,1.4573,0.3437,16.172410950631413,2.099593132885953
21316,130717,3863.034,8424.967,21.189,0.2682,22.177,0.0466,21.8605,0.2478,1.8403,-4.0680,16.139033452771923,2.099592641701655
21317,295898,1858.595,8424.975,20.678,0.1545,21.61,0.0560,20.987499999999997,0.1205,1.7253,-0.0660,16.22817922686395,2.0995943825743244
21325,295909,1521.823,8425.594,19.504,0.0806,20.104,0.0202,19.5355,0.0445,1.7560,-0.0933,16.243156886977896,2.0996216280289017
21331,130785,1794.166,8425.826,16.226,0.0124,17.464999999999996,0.0116,16.5825,0.0129,2.1027,0.3047,16.231044654798254,2.0996321649006613
21334,130768,4052.664,8426.048,21.999,0.6518,22.839,0.0620,22.4745,0.3716,1.7573,-0.1010,16.130599822953453,2.0996402918777
21335,130729,1835.801,8426.176,21.705000000000002,0.4262,21.726,0.0605,22.0245,0.2341,2.0387,-0.1163,16.229192972182407,2.0996477466394015
21336,295913,3275.989,8426.257,21.212,0.2853,21.305999999999997,0.0275,21.2225,0.1416,1.8450,-0.5230,16.165141779026502,2.099650906294772
21337,295912,2730.286,8426.386,19.328,0.0643,20.205,0.0215,19.4545,0.0399,1.6000,-0.2680,16.189411473358195,2.0996571149254737
21341,295919,2447.107,8426.720,20.09,0.1414,20.869,0.0378,20.229499999999998,0.0861,2.1493,-0.4963,16.20200563082714,2.099672057617927
21345,130767,3912.000,8426.828,21.93,0.4698,22.467999999999996,0.0537,21.9865,0.2435,1.7993,-1.3457,16.136855729122864,2.0996752549623676
21347,295923,3532.102,8426.870,20.381,0.1290,21.098999999999997,0.0242,20.6095,0.0899,1.6550,-0.9917,16.153751366794687,2.0996777977318235
21349,295918,2265.327,8426.958,19.711000000000002,0.1116,20.388999999999996,0.0307,19.9045,0.0722,2.2143,-0.8153,16.210090150108904,2.0996826450438917
21351,295924,4422.207,8427.107,18.792,0.1182,20.120999999999995,0.0225,19.3405,0.0848,3.4290,0.2610,16.114164729650025,2.0996864598540084
21352,295920,2700.798,8427.229,18.67,0.0374,19.677999999999997,0.0188,18.9275,0.0287,1.5040,-0.1430,16.190722927913587,2.0996945963734093
21354,295921,2923.611,8427.348,20.324,0.1142,21.126999999999995,0.0390,20.525499999999997,0.0706,1.4900,-1.0157,16.180813500237942,2.099699744926596
21356,295922,3224.620,8427.443,21.262,0.2754,21.702999999999996,0.0337,20.9455,0.1152,1.7813,-0.9330,16.167426371465275,2.099703677927225
21357,295930,2915.316,8427.560,18.486,0.0344,19.476,0.0147,18.6845,0.0225,1.3743,-0.3247,16.18118241346427,2.099709173449813
21358,295927,1847.895,8427.585,20.762,0.1790,20.668999999999997,0.0280,20.5765,0.0869,1.7390,-0.5510,16.228655102120534,2.09971037576889
21359,295932,4065.955,8427.657,20.603,0.1669,21.165999999999997,0.0244,20.5655,0.0834,1.6863,-0.0123,16.13000871416383,2.099711773253756
21365,295933,4263.922,8428.070,20.484,0.1932,21.122999999999998,0.0260,20.644499999999997,0.0983,1.9467,-1.8190,16.121204308082206,2.0997296655443507
21366,130790,3824.943,8428.081,22.095,0.5770,22.570999999999998,0.0549,22.3435,0.3657,1.9360,-3.2497,16.14072751129842,2.099731114589503
21368,295929,2630.065,8428.093,21.272000000000002,0.2665,21.583,0.0540,21.1985,0.1263,1.7403,-0.8987,16.193868720679724,2.0997330276040898
21369,130811,3280.983,8428.124,21.26,0.2845,22.339999999999996,0.0591,22.1295,0.3136,1.8960,0.3147,16.164919672874774,2.0997338775556074
21371,295939,3839.787,8428.338,20.122,0.1083,20.872999999999998,0.0249,20.2575,0.0677,1.5153,-1.1303,16.14006733676476,2.0997425082591668
21372,295925,1666.885,8428.350,17.449,0.0205,18.161,0.0118,17.5345,0.0154,1.7357,0.3803,16.236705375538445,2.0997442482494884
21373,295926,1750.944,8428.356,20.175,0.1182,20.806999999999995,0.0333,20.249499999999998,0.0664,1.7400,-0.2567,16.232966919791263,2.0997445792057072
21376,295936,2593.195,8428.456,19.822,0.0966,20.503999999999998,0.0284,19.8855,0.0489,1.6877,-0.6977,16.1955084841264,2.099749174728757
21380,295938,3312.022,8428.626,17.258,0.0220,18.378,0.0110,17.4885,0.0148,1.8277,0.1343,16.163539238470857,2.0997561500041466
21382,295937,3110.058,8428.802,19.638,0.0702,20.467999999999996,0.0213,19.8445,0.0496,1.4667,0.1183,16.172521420844202,2.099764201187149
21384,295935,2488.006,8429.003,19.851,0.1053,20.668999999999997,0.0320,19.9955,0.0634,1.8533,-0.9377,16.200186680252003,2.0997735158493813
21385,295934,2147.530,8429.118,20.001,0.1178,20.729,0.0307,20.0945,0.0637,1.8367,-0.0280,16.215329077357538,2.0997786285570834
21386,130835,3254.034,8429.166,21.138,0.2386,22.111999999999995,0.0411,21.720499999999998,0.2092,1.7180,-1.3047,16.166118206198238,2.099780220907571
21387,130803,1730.915,8429.172,21.561,0.3142,21.775,0.0623,21.3145,0.1417,1.7383,-0.9650,16.233857693884644,2.0997808311829305
21388,130836,4060.154,8429.292,21.768,0.4063,22.82,0.0634,22.4545,0.3227,1.6367,-2.1877,16.130266705110618,2.0997844523228664
21389,130809,2982.030,8429.399,19.803,0.0897,20.433,0.0234,19.9985,0.0538,1.5330,-0.1237,16.178215361167926,2.0997908528532845
21392,130837,4208.307,8429.493,21.77,0.4775,22.689999999999998,0.0549,22.0175,0.3819,1.9080,-2.0160,16.123677731853874,2.099793044729716
21396,130834,3128.203,8429.570,22.098,0.3560,22.149,0.0587,21.955499999999997,0.2482,1.8397,0.3650,16.171714436090745,2.0997983158804625
21399,295945,3691.632,8429.940,20.979,0.2554,22.113,0.0445,21.6225,0.1992,1.6943,-2.3027,16.146656400513088,2.0998139797289
21400,295941,1349.641,8430.074,20.87,0.2079,20.475,0.0224,20.5205,0.0798,1.7613,-0.8050,16.250814544272025,2.0998205469766775
21401,295944,3486.267,8430.083,19.292,0.0595,20.217,0.0167,19.4945,0.0426,1.5953,-0.5230,16.155789835330364,2.0998206662155785
21404,130833,3016.041,8430.355,20.902,0.1806,21.501999999999995,0.0527,20.9515,0.1045,1.6250,-0.2993,16.176702748820556,2.099833312077429
21407,295954,4017.552,8430.573,19.942,0.1037,20.997,0.0224,20.2885,0.0667,1.6140,-0.9077,16.132161388934836,2.0998414782110064
21408,295951,3400.072,8430.660,20.844,0.2040,21.604999999999997,0.0340,21.1845,0.1481,1.8650,-2.1350,16.15962328528003,2.0998464335536124
21410,295952,3597.753,8430.813,20.374,0.1335,21.049999999999997,0.0250,20.5475,0.0817,1.6210,-0.9220,16.15083158809989,2.0998529374291826
21416,295950,3104.576,8431.217,20.118000000000002,0.1091,20.954,0.0251,20.4565,0.0786,1.6490,0.1317,16.1727652260368,2.099871539471736
21418,130856,2974.057,8431.410,21.805,0.4636,21.972,0.0694,21.4575,0.1669,1.7103,0.1563,16.17856995228359,2.0998802368737697
21427,295960,2926.030,8431.807,20.687,0.1660,21.592,0.0554,21.197499999999998,0.1299,1.6987,-1.2913,16.180705913937388,2.0998979198440564
21429,295955,331.151,8431.896,19.53,0.0776,20.199999999999996,0.0267,19.560499999999998,0.0448,1.7817,-0.5353,16.296111014556658,2.099899627114671
21430,295959,2790.862,8431.929,17.659,0.0234,18.921,0.0134,18.264499999999998,0.0191,1.5513,-0.4037,16.18671740168753,2.099903435066316
21432,130876,3048.706,8432.027,21.407,0.2778,22.284999999999997,0.0856,21.8445,0.2508,1.8837,-0.5467,16.1752499980694,2.0999075931502524
21433,295962,3593.068,8432.081,20.503,0.1398,21.323,0.0306,20.668499999999998,0.0950,1.6517,-0.3710,16.15103994759563,2.0999093002693954
21435,295957,2001.370,8432.180,18.314,0.0330,19.29,0.0147,18.496499999999997,0.0238,1.6057,0.2133,16.221829427120245,2.099914672518312
21436,295961,3298.173,8432.254,20.233,0.1233,20.973,0.0255,20.304499999999997,0.0681,1.6810,-1.2723,16.164155157029818,2.0999174109610363
21437,130878,3571.356,8432.303,20.217,0.1343,20.918,0.0256,20.2765,0.0759,1.6563,-0.1613,16.152005570202977,2.099919201690529
21441,295968,1283.455,8432.456,13.292,0.0134,14.273999999999997,0.0104,13.4775,0.0079,5.1663,-0.1030,16.25375811480333,2.0999263296413093
21447,130897,3699.853,8432.790,22.009,0.4604,22.418,0.0526,21.7475,0.2032,1.7523,-3.0827,16.146290773845188,2.099940631342642
21449,130896,3125.002,8432.894,21.443,0.2911,22.08,0.0526,21.560499999999998,0.1885,1.7383,-0.9787,16.171856794741263,2.099946051748274
21452,295972,3557.233,8433.121,18.647000000000002,0.0405,19.610999999999997,0.0142,18.8325,0.0252,1.4850,-0.3670,16.152633677561905,2.0999555793722906
21454,295973,4261.846,8433.233,21.399,0.3714,21.652,0.0341,21.269499999999997,0.1763,2.0380,-0.9373,16.12129662435161,2.099959135938368
21458,295978,1853.067,8433.484,21.025000000000002,0.2285,21.738,0.0605,21.252499999999998,0.1450,1.8533,-0.9187,16.228425084836665,2.099972555275517
21459,130910,3712.982,8433.504,23.469,1.7574,23.714999999999996,0.1396,23.229499999999998,0.5973,1.7747,-3.1070,16.14570687153033,2.0999723413920592
21460,130912,4248.722,8433.573,22.333000000000002,0.8601,22.616,0.0553,21.4375,0.2202,2.1817,-0.1340,16.121880301690098,2.0999742791650418
21462,295975,533.398,8433.870,20.079,0.1027,20.725,0.0293,20.1355,0.0669,1.7043,-0.8350,16.28711626404546,2.0999878410145483
21465,295980,3250.170,8433.952,20.979,0.2326,21.36,0.0273,21.2025,0.1425,1.8320,-0.0477,16.166290049085152,2.099992935501476
21467,130937,3630.533,8434.102,22.13,0.6953,23.592,0.1221,22.6675,0.6256,1.7600,-1.4477,16.14937372014454,2.099999060540551
21468,130909,3417.642,8434.144,21.268,0.2956,22.437999999999995,0.0742,21.4725,0.1745,1.9010,-5.1257,16.158841869574037,2.1000012528652343
21470,295979,1948.876,8434.169,20.542,0.1385,20.945,0.0375,20.4955,0.0764,1.5743,-0.7150,16.22416405659005,2.1000030495936404
21471,130936,3081.429,8434.255,21.628,0.3907,22.540999999999997,0.0877,22.3025,0.3305,2.0400,-1.4347,16.173794667220378,2.100006583800794
21474,295982,1812.210,8434.604,17.739,0.0220,18.506999999999998,0.0111,17.8675,0.0158,1.4963,0.1517,16.23024216779202,2.100022307943177
21477,295984,2959.748,8434.618,20.606,0.1573,21.314,0.0413,20.9105,0.1013,1.6843,0.1867,16.179206331003684,2.100022825743432
21478,295985,3217.133,8434.652,20.763,0.1795,21.43,0.0275,20.973499999999998,0.1156,1.6993,-0.5263,16.167759341871484,2.100024084860298
21482,130953,1171.289,8435.004,21.074,0.2433,21.897,0.0668,21.7215,0.2060,1.9110,-0.6983,16.258746608108773,2.100039419411643
21485,295987,4124.574,8435.111,19.990000000000002,0.1032,20.946999999999996,0.0231,20.2225,0.0673,1.6527,-1.3127,16.127401670165963,2.1000429282115216
21492,295994,1400.043,8435.595,19.518,0.0766,20.344,0.0235,19.7045,0.0468,1.6763,-0.8063,16.248572962849497,2.1000659833228594
21494,295996,2562.899,8435.776,20.088,0.1090,20.951,0.0346,20.3115,0.0649,1.6097,-1.0977,16.196855872199002,2.100074516571773
21495,295995,1892.666,8435.822,19.902,0.0927,20.808,0.0304,20.153499999999998,0.0622,1.6400,-0.5357,16.22666395222116,2.1000764879530647
21496,130967,4224.026,8435.911,22.558,1.2153,22.772999999999996,0.0523,22.560499999999998,0.4760,1.9403,-0.8440,16.122978628874453,2.1000782496663275
21500,295991,554.222,8436.096,19.816,0.0886,20.519999999999996,0.0263,19.9455,0.0521,1.6157,0.0213,16.286190139622153,2.1000868203689436
21505,295997,4392.817,8436.196,20.623,0.4125,22.223,0.0438,21.1575,0.3150,3.4320,-0.0400,16.11547180036598,2.100090490672698
21508,296007,3569.693,8436.406,19.101,0.0563,20.028,0.0151,19.2835,0.0321,1.4733,-0.5487,16.152079524607537,2.1001015589051297
21514,130959,1772.556,8436.877,22.452,0.8960,,,22.2515,0.4243,2.1900,-6.9900,16.23200574909245,2.100123303511339
21515,296004,2569.178,8436.931,18.765,0.0456,19.725,0.0180,18.9015,0.0271,1.5317,-0.6487,16.196576618317152,2.1001258476508977
21517,296008,3657.679,8437.051,18.421,0.0375,19.525999999999996,0.0142,18.6675,0.0247,1.6113,-0.4800,16.14816641996789,2.1001300808465313
21522,296002,2311.571,8437.215,18.314,0.0481,19.291999999999994,0.0183,18.540499999999998,0.0327,2.1643,-0.3773,16.208033485421595,2.1001385109680775
21523,296005,2728.031,8437.311,20.438,0.1466,21.153,0.0389,20.5005,0.0843,1.7710,-1.0910,16.189511757282,2.1001426692580463
21524,296006,3035.176,8437.318,19.986,0.1060,20.72,0.0293,20.197499999999998,0.0567,1.6003,-0.6147,16.175851729294934,2.100142759963668
